Frame,Time (ns),Solvent Accessible Surface Area 1 (2662 at...
935,93.4019,10566.495744060396
936,93.5019,10491.978164139025
937,93.6019,10423.073912784204
938,93.7019,10335.351181727397
939,93.8019,10536.622504393166
940,93.9019,11111.917856351523
941,94.0019,10660.579502633676
942,94.1019,10894.983349723654
943,94.2019,10824.878421141593
944,94.3019,10736.923881527384
945,94.4019,10856.295694937307
946,94.5019,10998.865347772664
947,94.6019,10528.578820976385
948,94.7019,10604.766606202176
949,94.8019,10634.236792050388
950,94.9019,10681.990569397498
951,95.0019,10537.974566037745
952,95.1019,10346.228793799819
953,95.2019,10440.8045268361
954,95.3019,10545.228837087767
955,95.4019,10548.81252226622
956,95.5019,10538.38471376599
957,95.6019,10602.11148639496
958,95.7019,10695.783225824343
959,95.8019,10715.397560269339
960,95.9019,10530.098610079642
961,96.0019,10854.751155222417
962,96.1019,10564.027473751734
963,96.2019,10887.194565525515
964,96.3019,10894.998702857583
965,96.4019,10712.583777276493
966,96.5019,10540.536445771573
967,96.6019,10734.475657914554
968,96.7019,10397.677605286197
969,96.8019,10769.60903661527
970,96.9019,10590.960760795513
971,97.0019,10612.76694830335
972,97.1019,10592.126494085778
973,97.2019,10703.562338968044
974,97.3019,10824.945193916761
975,97.4019,10641.140061053171
976,97.5019,10802.769934072738
977,97.602,10585.133586405917
978,97.702,10978.215464715302
979,97.802,10724.530869961478
980,97.902,11055.820293912673
981,98.002,11271.356034109576
982,98.102,11168.794319062028
983,98.202,11087.703553623965
984,98.302,11066.879820673767
985,98.402,10924.677572212147
986,98.502,10700.390069359655
987,98.602,10808.285091658607
988,98.702,10974.029259466968
989,98.802,11159.156536804523
990,98.902,11026.895671386143
991,99.002,11009.18404768147
992,99.102,10973.145015003971
993,99.202,10966.067918476096
994,99.302,10723.091202430007
995,99.402,10802.359080619972
996,99.502,10897.225404734185
997,99.602,10837.794562731196
998,99.702,10687.017454378314
999,99.802,10620.752475907397
1000,99.902,10591.61284894897
1001,100.002,10734.536865966531
1002,100.102,10695.47891428737
1003,100.202,10919.700625596288
1004,100.302,11002.800649068206
1005,100.402,11274.76416089493
1006,100.502,10813.335837941828
1007,100.602,10792.300621727456
1008,100.702,10850.389790601854
1009,100.802,10984.945207196337
1010,100.902,10905.381322442025
1011,101.002,11049.836567154027
1012,101.102,10902.031021206532
1013,101.202,11144.95652768525
1014,101.302,11031.29277492221
1015,101.402,10918.159723162991
1016,101.502,11063.270995741164
1017,101.602,11234.21994311478
1018,101.702,11189.697445466343
1019,101.802,10791.122437827162
1020,101.902,11001.418587957904
1021,102.002,11378.76460327924
1022,102.102,10963.474640010445
1023,102.202,10918.061490701213
1024,102.302,10876.001511358761
1025,102.402,10766.082431927392
1026,102.502,11300.272223728298
1027,102.6021,10640.102764611689
1028,102.7021,11066.613408436997
1029,102.8021,10882.232060541006
1030,102.9021,10906.200631067477
1031,103.0021,10676.00829417888
1032,103.1021,10849.438484809962
1033,103.2021,10997.179358930369
1034,103.3021,10868.107628806774
1035,103.4021,10782.630814101898
1036,103.5021,10589.773516553456
1037,103.6021,10999.257973825792
1038,103.7021,10837.99493475047
1039,103.8021,10768.97268310916
1040,103.9021,10922.38928605066
1041,104.0021,11061.151351437034
1042,104.1021,11082.953345467431
1043,104.2021,10937.138129075254
1044,104.3021,10863.2188539674
1045,104.4021,11094.51403009964
1046,104.5021,10922.893432470075
1047,104.6021,11140.327539980684
1048,104.7021,10720.879429773822
1049,104.8021,10770.293408598734
1050,104.9021,10872.247925380108
1051,105.0021,10686.11973272943
1052,105.1021,11084.257887222855
1053,105.2021,10930.856904879458
1054,105.3021,11225.575705938994
1055,105.4021,11090.488869522933
1056,105.5021,10931.275231696134
1057,105.6021,11338.38220639524
1058,105.7021,10920.110384795928
1059,105.8021,10840.345300377552
1060,105.9021,10918.576177575418
1061,106.0021,10982.70197301762
1062,106.1021,10974.398976175546
1063,106.2021,11393.436983057263
1064,106.3021,11164.110470143856
1065,106.4021,10994.99671580234
1066,106.5021,11095.005945432053
1067,106.6021,10785.08318724824
1068,106.7021,10854.87914569654
1069,106.8021,10696.494410876961
1070,106.9021,11028.937812217053
1071,107.0021,10904.127996591016
1072,107.1021,10728.811293084596
1073,107.2021,10591.910796197111
1074,107.3021,10680.221972057467
1075,107.4021,10683.429582885303
1076,107.5022,10627.9245311111
1077,107.6022,11079.914313931547
1078,107.7022,11071.9350765525
1079,107.8022,10866.904482780717
1080,107.9022,10927.851791072046
1081,108.0022,10756.712204082121
1082,108.1022,10901.851749127323
1083,108.2022,10636.347746734382
1084,108.3022,10515.496794444745
1085,108.4022,10628.92641888905
1086,108.5022,10540.37691903309
1087,108.6022,10728.130493044084
1088,108.7022,10531.77415050709
1089,108.8022,10973.98428480041
1090,108.9022,10846.22764354513
1091,109.0022,10776.909209056308
1092,109.1022,11197.939149682376
1093,109.2022,11104.803956241773
1094,109.3022,10886.640746850031
1095,109.4022,11361.173589748385
1096,109.5022,11188.924379998456
1097,109.6022,11216.705674583625
1098,109.7022,11145.689821819231
1099,109.8022,10926.052770139442
1100,109.9022,11047.483352076482
1101,110.0022,11165.777463009388
1102,110.1022,10900.061719225465
1103,110.2022,10842.11908539009
1104,110.3022,11082.899565757567
1105,110.4022,10931.561854873584
1106,110.5022,10824.465851485415
1107,110.6022,11095.078059912656
1108,110.7022,11163.715225240267
1109,110.8022,11072.791651998286
1110,110.9022,11247.461181659552
1111,111.0022,11140.863620743807
1112,111.1022,11425.384211877783
1113,111.2022,11317.169765455246
1114,111.3022,11278.985609450778
1115,111.4022,11413.469480910606
1116,111.5022,11722.869039020627
1117,111.6022,11518.10077717908
1118,111.7022,11313.892016811506
1119,111.8022,11152.431145312807
1120,111.9022,11456.304654450332
1121,112.0022,11310.880199071806
1122,112.1022,11019.04198978327
1123,112.2022,11258.287571289768
1124,112.3022,11407.8827424038
1125,112.4022,11338.206352359673
1126,112.5023,11351.9144283431
1127,112.6023,11187.465163760764
1128,112.7023,11391.253900878863
1129,112.8023,11065.44908643643
1130,112.9023,10782.007438267334
1131,113.0023,10890.426283136389
1132,113.1023,10742.033177333773
1133,113.2023,10822.684385525487
1134,113.3023,10644.737385219329
1135,113.4023,10856.724009210862
1136,113.5023,10645.483654971804
1137,113.6023,10888.329433569499
1138,113.7023,10992.115982266241
1139,113.8023,10982.043766223105
1140,113.9023,10835.251453237699
1141,114.0023,10772.711313395228
1142,114.1023,10630.045148320327
1143,114.2023,10942.61833449207
1144,114.3023,10811.981532348556
1145,114.4023,10806.506687448895
1146,114.5023,10810.792781288304
1147,114.6023,11092.929741757454
1148,114.7023,11263.321120453746
1149,114.8023,11120.212761400599
1150,114.9023,11124.30826880528
1151,115.0023,11251.201419945872
1152,115.1023,10823.058392865827
1153,115.2023,10946.435623842202
1154,115.3023,10906.84231956503
1155,115.4023,11095.979567951748
1156,115.5023,10696.571431949258
1157,115.6023,10972.103332690109
1158,115.7023,11022.951409533198
1159,115.8023,11334.628570440187
1160,115.9023,11085.829157647817
1161,116.0023,11075.28219119513
1162,116.1023,11102.123481920298
1163,116.2023,10889.352580907671
1164,116.3023,11188.083647916968
1165,116.4023,10974.502030769116
1166,116.5023,11209.566819915457
1167,116.6023,11302.639766325869
1168,116.7023,11172.664635615909
1169,116.8023,11076.737097725958
1170,116.9023,11172.459828972202
1171,117.0023,11309.458158544689
1172,117.1023,10977.555580084892
1173,117.2023,10700.394958546773
1174,117.3023,10551.174028548983
1175,117.4023,10680.936467902104
1176,117.5024,10685.339052569967
1177,117.6024,10732.194495540161
1178,117.7024,11006.246646015014
1179,117.8024,10991.244475360092
1180,117.9024,10909.96950425038
1181,118.0024,11025.380326946191
1182,118.1024,10588.108610256819
1183,118.2024,10960.685141024394
1184,118.3024,10768.76940596371
1185,118.4024,10905.575580280458
1186,118.5024,10828.010511584938
1187,118.6024,10689.79135260967
1188,118.7024,10640.103138004226
1189,118.8024,10636.1120902637
1190,118.9024,10787.071389157623
1191,119.0024,10688.432387380388
1192,119.1024,10554.82946030967
1193,119.2024,10629.816411836948
1194,119.3024,10793.945730226713
1195,119.4024,10510.252392771974
1196,119.5024,10617.537812775552
1197,119.6024,10926.496825644052
1198,119.7024,10901.365992697441
1199,119.8024,10839.20752776457
1200,119.9024,10730.208238156772
1201,120.0024,10766.56200587126
1202,120.1024,10914.68555527929
1203,120.2024,10690.286484753375
1204,120.3024,10739.00243160775
1205,120.4024,10976.8502166207
1206,120.5024,11106.576332811963
1207,120.6024,11252.138490781452
1208,120.7024,10919.5748831085
1209,120.8024,10564.398609276972
1210,120.9024,10792.553007376628
1211,121.0024,11034.065683766994
1212,121.1024,10893.205205953982
1213,121.2024,10531.913621232803
1214,121.3024,10776.464401200137
1215,121.4024,10658.920243705248
1216,121.5024,11069.778858032545
1217,121.6024,10914.368524571857
1218,121.7024,10665.737783671475
1219,121.8024,10773.597548462523
1220,121.9024,10938.83216111495
1221,122.0024,10851.122607030873
1222,122.1024,10744.21659478952
1223,122.2024,10793.621891528002
1224,122.3024,10754.377703252283
1225,122.4024,10660.179407803555
1226,122.5024,10678.344849698911
1227,122.6025,10517.092711579697
1228,122.7025,10684.684962372505
1229,122.8025,10755.30373003824
1230,122.9025,10873.113943167898
1231,123.0025,10665.398731110026
1232,123.1025,10713.79116634033
1233,123.2025,10593.876582903964
1234,123.3025,11061.489331281047
1235,123.4025,10658.489504111336
1236,123.5025,10705.34220151041
1237,123.6025,10750.56494501691
1238,123.7025,10755.772249479416
1239,123.8025,10681.507243327162
1240,123.9025,10798.186881489386
1241,124.0025,10452.773677915557
1242,124.1025,10662.053142929464
1243,124.2025,10535.252337431642
1244,124.3025,10612.140581155461
1245,124.4025,10605.761830621097
1246,124.5025,10618.99231349322
1247,124.6025,10884.626267193566
1248,124.7025,10759.596856182377
1249,124.8025,10566.729274166564
1250,124.9025,10853.406079831982
1251,125.0025,10885.561671985573
1252,125.1025,10728.983714043343
1253,125.2025,10998.249895564693
1254,125.3025,10902.694724273799
1255,125.4025,10772.550327889736
1256,125.5025,10905.31553180496
1257,125.6025,10789.639334198519
1258,125.7025,10790.178351225048
1259,125.8025,10867.099008791058
1260,125.9025,11123.956900204183
1261,126.0025,11257.698668073406
1262,126.1025,11211.6372164384
1263,126.2025,11032.035329199325
1264,126.3025,10998.719176623388
1265,126.4025,10905.077243359721
1266,126.5025,11078.699333200528
1267,126.6025,10885.41964436642
1268,126.7025,10933.372219392502
1269,126.8025,10938.786725092674
1270,126.9025,10815.465890882495
1271,127.0025,11051.149289363128
1272,127.1025,11160.590148754158
1273,127.2025,10877.342354376206
1274,127.3025,10695.97228881267
1275,127.4025,11160.403051516358
1276,127.5025,10685.985473385039
1277,127.6026,11088.51971576951
1278,127.7026,11118.129661042905
1279,127.8026,10991.371932105809
1280,127.9026,11179.895917839318
1281,128.0026,10672.239453806467
1282,128.1026,10973.251108622959
1283,128.2026,11003.5186367805
1284,128.3026,10600.689143418094
1285,128.4026,10955.130216112218
1286,128.5026,10626.583386606657
1287,128.6026,11050.475516615188
1288,128.7026,10756.14833349993
1289,128.8026,10931.266476799472
1290,128.9026,11014.917219040404
1291,129.0026,10989.742159185658
1292,129.1026,10955.001921897827
1293,129.2026,10629.984121113115
1294,129.3026,10460.317140457124
1295,129.4026,10492.75167921748
1296,129.5026,10510.775372847582
1297,129.6026,10692.729094914035
1298,129.7026,10840.04488059353
1299,129.8026,10907.23666668086
1300,129.9026,10981.80338356326
1301,130.0026,10795.370920910553
1302,130.1026,10901.502257763355
1303,130.2026,10751.07800204001
1304,130.3026,10573.688420890778
1305,130.4026,10801.50505954835
1306,130.5026,10988.149172858704
1307,130.6026,10812.5830560487
1308,130.7026,10783.871414071029
1309,130.8026,11025.833186285023
1310,130.9026,10534.39533078013
1311,131.0026,10532.573360049753
1312,131.1026,10797.226822454408
1313,131.2026,10573.260972254775
1314,131.3026,10867.66131588158
1315,131.4026,10637.225214295631
1316,131.5026,10268.116398911156
1317,131.6026,10748.321072140989
1318,131.7026,10339.03814846067
1319,131.8026,10525.805647845464
1320,131.9026,10413.0486692654
1321,132.0026,10381.224576500583
1322,132.1026,10276.946906541134
1323,132.2026,10138.218325380512
1324,132.3026,10347.540466877655
1325,132.4026,10488.088128494344
1326,132.5026,10549.705450840318
1327,132.6027,10646.899589482122
1328,132.7027,10758.665824880385
1329,132.8027,10597.763468575977
1330,132.9027,10581.9113179043
1331,133.0027,10724.945148158627
1332,133.1027,10649.908552895493
1333,133.2027,10601.950396586715
1334,133.3027,10605.473495490722
1335,133.4027,10568.568842957116
1336,133.5027,10443.790766680713
1337,133.6027,10607.209731547533
1338,133.7027,10779.149731283442
1339,133.8027,10681.903994195818
1340,133.9027,10882.80336285562
1341,134.0027,10654.485882806503
1342,134.1027,10725.586346549571
1343,134.2027,10654.270267677262
1344,134.3027,10961.172023038487
1345,134.4027,10987.630015319713
1346,134.5027,11099.310276887192
1347,134.6027,11004.721925586033
1348,134.7027,10627.488664609862
1349,134.8027,10594.940170087706
1350,134.9027,10766.696092791179
1351,135.0027,10662.476448958074
1352,135.1027,10735.576771417876
1353,135.2027,10876.30135158234
1354,135.3027,10740.238486468987
1355,135.4027,10889.053617288459
1356,135.5027,10978.186207452738
1357,135.6027,10685.765999552026
1358,135.7027,10619.443414676136
1359,135.8027,10597.447177591896
1360,135.9027,10365.903021492206
1361,136.0027,10520.673853891652
1362,136.1027,10577.611301078688
1363,136.2027,10447.625346652214
1364,136.3027,10688.636898024011
1365,136.4027,10729.657961992862
1366,136.5027,10851.543658196026
1367,136.6027,10786.944116934788
1368,136.7027,10909.429845238288
1369,136.8027,10669.383881708909
1370,136.9027,10743.290598898067
1371,137.0027,10903.804245830273
1372,137.1027,10820.597179993812
1373,137.2027,10889.367507941843
1374,137.3027,10717.459482716538
1375,137.4027,10618.301157242753
1376,137.5027,10783.495187732353
1377,137.6028,10606.706254617386
1378,137.7028,11032.90676637428
1379,137.8028,10754.499954389588
1380,137.9028,10868.863264864889
1381,138.0028,10761.508548669572
1382,138.1028,10858.820787308197
1383,138.2028,10483.971981976005
1384,138.3028,10823.602430129617
1385,138.4028,10889.258734811163
1386,138.5028,10859.92087283389
1387,138.6028,10895.382854007461
1388,138.7028,10794.906160662116
1389,138.8028,11073.205961525631
1390,138.9028,10850.455824953731
1391,139.0028,10753.661234100335
1392,139.1028,10988.650397368654
1393,139.2028,11221.8154772966
1394,139.3028,11325.198347053483
1395,139.4028,11347.36606339088
1396,139.5028,11304.30600075866
1397,139.6028,11302.107973759901
1398,139.7028,11385.37285966632
1399,139.8028,11335.679701794843
1400,139.9028,11433.780207164566
1401,140.0028,11418.321808864233
1402,140.1028,11310.388976126867
1403,140.2028,11413.344742108053
1404,140.3028,11308.280615638183
1405,140.4028,11290.63593851266
1406,140.5028,11003.073856264678
1407,140.6028,11424.427335584931
1408,140.7028,11192.145575100358
1409,140.8028,11141.743843613634
1410,140.9028,11455.885137018233
1411,141.0028,11326.435328494805
1412,141.1028,11544.34173546175
1413,141.2028,11504.565159375767
1414,141.3028,11355.27551837388
1415,141.4028,11618.155471496888
1416,141.5028,11310.969095725919
1417,141.6028,11351.072137426027
1418,141.7028,11259.551238685714
1419,141.8028,11021.664452685925
1420,141.9028,11197.846790918471
1421,142.0028,11353.637730881195
1422,142.1028,11186.666973560881
1423,142.2028,11179.337590179399
1424,142.3028,11150.837382671238
1425,142.4028,11121.06251050651
1426,142.5028,11087.384406239746
1427,142.6029,11052.657055481683
1428,142.7029,11260.257796417489
1429,142.8029,11082.790883593289
1430,142.9029,11574.296077324267
1431,143.0029,11516.214224888781
1432,143.1029,11327.240140602536
1433,143.2029,11289.96467112415
1434,143.3029,11224.462999726586
1435,143.4029,10924.636970318259
1436,143.5029,11228.91934907559
1437,143.6029,11288.24742511396
1438,143.7029,11192.675383554126
1439,143.8029,10969.751541227644
1440,143.9029,11031.125504537815
1441,144.0029,11087.240673248829
1442,144.1029,11134.337875526271
1443,144.2029,11162.400884046998
1444,144.3029,10911.43610837179
1445,144.4029,11055.743707258911
1446,144.5029,11052.072519927795
1447,144.6029,11436.102649618926
1448,144.7029,10900.078130286518
1449,144.8029,11074.536391519427
1450,144.9029,11037.700350351986
1451,145.0029,10879.982697841182
1452,145.1029,11079.318689901596
1453,145.2029,10886.635048296088
1454,145.3029,10834.672439464845
1455,145.4029,10987.081925375347
1456,145.5029,11029.199956593828
1457,145.6029,10381.65428490102
1458,145.7029,10476.3369182792
1459,145.8029,10592.315193450824
1460,145.9029,10777.638990249641
1461,146.0029,10628.628474133044
1462,146.1029,10641.129698667437
1463,146.2029,10662.271625728605
1464,146.3029,10631.09386165162
1465,146.4029,11121.389103481515
1466,146.5029,10686.694494815863
1467,146.6029,10610.389743425489
1468,146.7029,11033.756751383762
1469,146.8029,11155.934205271762
1470,146.9029,10943.642159068377
1471,147.0029,10939.657710611174
1472,147.1029,11094.394867132236
1473,147.2029,11021.312275856355
1474,147.3029,10707.825852247244
1475,147.4029,10989.029501474513
1476,147.5029,11038.716887544235
1477,147.603,11093.42209308318
1478,147.703,11061.586225175328
1479,147.803,11134.48167612609
1480,147.903,10996.04539030509
1481,148.003,11139.866781007499
1482,148.103,10847.393647003832
1483,148.203,10852.232334938919
1484,148.303,10819.639558239063
1485,148.403,11059.993371193717
1486,148.503,10760.244929311813
1487,148.603,10896.730579342893
1488,148.703,10827.647394892421
1489,148.803,10763.09791122036
1490,148.903,10844.197989314493
1491,149.003,10548.53934142203
1492,149.103,10822.617676753336
1493,149.203,10825.809296098321
1494,149.303,10744.809302780382
1495,149.403,10876.014803987651
1496,149.503,10832.206640921102
1497,149.603,10718.093396248947
1498,149.703,10582.11302624356
1499,149.803,10945.065687339777
1500,149.903,10933.687990588633
1501,150.003,10806.406319751872
1502,150.103,10839.725517245577
1503,150.203,10950.669250591458
1504,150.303,10892.06357356291
1505,150.403,10979.177108364223
1506,150.503,11019.203871988751
1507,150.603,10875.275775541366
1508,150.703,10901.03265020691
1509,150.803,10723.734250712378
1510,150.903,10678.206755080491
1511,151.003,10786.014485325692
1512,151.103,10727.9627315023
1513,151.203,10666.334797120933
1514,151.303,10890.999669866405
1515,151.403,10777.21614535271
1516,151.503,10646.831451852151
1517,151.603,10970.211557010878
1518,151.703,10893.126864954542
1519,151.803,10854.368790699365
1520,151.903,10837.373335517806
1521,152.003,10988.94087617903
1522,152.103,10865.034972049509
1523,152.203,10681.243717899615
1524,152.303,10667.384946196817
1525,152.403,10587.553362495297
1526,152.5031,10734.9243786103
1527,152.6031,11088.384802401812
1528,152.7031,11090.500654852336
1529,152.8031,10946.812367265304
1530,152.9031,10733.143142987527
1531,153.0031,10889.871688715673
1532,153.1031,11014.201934250845
1533,153.2031,10638.397269668254
1534,153.3031,10861.698386456419
1535,153.4031,10733.994348091052
1536,153.5031,10985.806825645011
1537,153.6031,10716.854686749411
1538,153.7031,10814.044697487325
1539,153.8031,10790.298317982384
1540,153.9031,10760.490279290841
1541,154.0031,10890.433362349173
1542,154.1031,10955.409057165927
1543,154.2031,10872.150924247839
1544,154.3031,11011.57452475116
1545,154.4031,10648.493259199395
1546,154.5031,10847.116932241697
1547,154.6031,10814.193769114298
1548,154.7031,10841.657281006395
1549,154.8031,10867.377582441959
1550,154.9031,11054.41454439387
1551,155.0031,10896.055408619019
1552,155.1031,10805.873555967768
1553,155.2031,10789.041005781686
1554,155.3031,10762.269293880237
1555,155.4031,10724.65712184186
1556,155.5031,10871.639129097606
1557,155.6031,10484.09559450606
1558,155.7031,10688.473601208221
1559,155.8031,10725.06534732975
1560,155.9031,10475.40328021231
1561,156.0031,10614.168392031655
1562,156.1031,10534.151570936814
1563,156.2031,10977.692378549584
1564,156.3031,10734.379987828177
1565,156.4031,10907.485354877888
1566,156.5031,10920.336556719765
1567,156.6031,11122.920538286298
1568,156.7031,11043.711149046067
1569,156.8031,10774.46717611401
1570,156.9031,10896.021600254784
1571,157.0031,10940.614740493462
1572,157.1031,10940.34279689607
1573,157.2031,11304.373973573629
1574,157.3031,11416.182419885468
1575,157.4031,11275.821099415916
1576,157.5032,11309.01645221206
1577,157.6032,11248.80703205868
1578,157.7032,11331.08764380591
1579,157.8032,11452.342691917713
1580,157.9032,11392.804342235248
1581,158.0032,11486.86833223589
1582,158.1032,11523.005663894215
1583,158.2032,11398.534764196258
1584,158.3032,11304.449772222557
1585,158.4032,11051.960444773373
1586,158.5032,11084.982683256347
1587,158.6032,11245.195094239914
1588,158.7032,11280.92601868258
1589,158.8032,11075.418206801103
1590,158.9032,11389.876603547964
1591,159.0032,11097.678045995997
1592,159.1032,11233.691257542949
1593,159.2032,11278.476012709258
1594,159.3032,11464.517993914633
1595,159.4032,11336.141315955058
1596,159.5032,11360.091341998572
1597,159.6032,11151.057445199589
1598,159.7032,11218.72367790379
1599,159.8032,11350.284434927169
1600,159.9032,11030.145127391326
1601,160.0032,11164.761011896717
1602,160.1032,11137.567514822527
1603,160.2032,11286.811655455656
1604,160.3032,11408.384788726453
1605,160.4032,11431.498880334766
1606,160.5032,11262.525089239696
1607,160.6032,11446.589286073744
1608,160.7032,11577.095430928075
1609,160.8032,11261.20469495418
1610,160.9032,11613.98694174014
1611,161.0032,11477.746061251093
1612,161.1032,11388.243579274158
1613,161.2032,11099.630785275434
1614,161.3032,11373.007591918888
1615,161.4032,11610.874100468456
1616,161.5032,11522.612122958937
1617,161.6032,11195.140859836984
1618,161.7032,11395.031842720728
1619,161.8032,11632.682093110761
1620,161.9032,11588.85640004871
1621,162.0032,11567.736943951217
1622,162.1032,11787.292853591565
1623,162.2032,11594.337827261299
1624,162.3032,11360.136395944033
1625,162.4032,11049.323565121094
1626,162.5033,11610.544418366893
1627,162.6033,11619.380128961748
1628,162.7033,11579.420460789084
1629,162.8033,11679.392820063691
1630,162.9033,11677.749881657706
1631,163.0033,11796.795178350745
1632,163.1033,11603.824234630869
1633,163.2033,11494.698097531118
1634,163.3033,11494.81746196381
1635,163.4033,11554.093941981095
1636,163.5033,11361.047561254047
1637,163.6033,11643.491143080499
1638,163.7033,11264.69919035432
1639,163.8033,11727.58326142487
1640,163.9033,11530.3077678804
1641,164.0033,11305.457340938348
1642,164.1033,11450.043302152259
1643,164.2033,11258.47327500182
1644,164.3033,11540.440107335982
1645,164.4033,11493.079822702175
1646,164.5033,11390.372045095524
1647,164.6033,11437.92923163707
1648,164.7033,10937.549960347602
1649,164.8033,11265.44809691757
1650,164.9033,11098.529755693655
1651,165.0033,11638.187233919802
1652,165.1033,10963.894055221273
1653,165.2033,11158.163649754215
1654,165.3033,11127.806385186728
1655,165.4033,11155.460472354393
1656,165.5033,11660.404774447325
1657,165.6033,11523.886839260129
1658,165.7033,11237.564205428907
1659,165.8033,11242.79367494698
1660,165.9033,11084.902164478875
1661,166.0033,11400.699673518526
1662,166.1033,11096.478594418642
1663,166.2033,11167.603105062066
1664,166.3033,11231.581963453818
1665,166.4033,11237.177377192993
1666,166.5033,10951.501571521367
1667,166.6033,11114.053096508125
1668,166.7033,11103.24313833777
1669,166.8033,11408.659628299016
1670,166.9033,11225.885377536111
1671,167.0033,11283.700080840388
1672,167.1033,11082.8807246658
1673,167.2033,11600.94898697943
1674,167.3033,11171.08963091916
1675,167.4033,11329.431610438642
1676,167.5034,11264.907579162358
1677,167.6034,11156.766766279286
1678,167.7034,11286.321253964727
1679,167.8034,11404.01828986422
1680,167.9034,11423.479501676447
1681,168.0034,11068.009661792707
1682,168.1034,11410.664145024484
1683,168.2034,11494.209553051312
1684,168.3034,11271.850477929562
1685,168.4034,11254.846843342277
1686,168.5034,11089.84450562676
1687,168.6034,10965.189867292014
1688,168.7034,10783.038963583795
1689,168.8034,11075.099955797468
1690,168.9034,11321.907159783166
1691,169.0034,11282.58064427823
1692,169.1034,11145.222666789208
1693,169.2034,11349.418774326457
1694,169.3034,11588.853312302319
1695,169.4034,11359.04325467116
1696,169.5034,11110.244574252327
1697,169.6034,11306.180489178621
1698,169.7034,11265.062817818867
1699,169.8034,11353.144136959749
1700,169.9034,11238.842499577346
1701,170.0034,11338.091187889791
1702,170.1034,11077.734912011583
1703,170.2034,11054.364199709727
1704,170.3034,10888.9597635633
1705,170.4034,11085.594728259024
1706,170.5034,11024.863327839796
1707,170.6034,10903.534174341983
1708,170.7034,10805.01110053706
1709,170.8034,10723.206316027887
1710,170.9034,10919.264348541614
1711,171.0034,10952.637661672703
1712,171.1034,10940.636609545283
1713,171.2034,10892.810401699544
1714,171.3034,10638.685411814948
1715,171.4034,10977.8603794789
1716,171.5034,10813.868154730259
1717,171.6034,11027.161653476252
1718,171.7034,11045.040122823531
1719,171.8034,10984.939172146142
1720,171.9034,10964.010027654946
1721,172.0034,11155.215686467545
1722,172.1034,11037.593289085053
1723,172.2034,11041.375801270482
1724,172.3034,10976.979918121422
1725,172.4034,10952.558692862809
1726,172.5035,11166.453183234498
1727,172.6035,11130.256768106417
1728,172.7035,11243.496031276365
1729,172.8035,11031.095289616725
1730,172.9035,10970.077810797251
1731,173.0035,10921.536482050886
1732,173.1035,10882.74695179878
1733,173.2035,11071.150821797335
1734,173.3035,11362.456830076
1735,173.4035,11140.259527790522
1736,173.5035,11116.412573867354
1737,173.6035,11004.56774950445
1738,173.7035,11179.014361631436
1739,173.8035,10833.768870062655
1740,173.9035,10842.648304595632
1741,174.0035,10908.536627438083
1742,174.1035,11030.656814528664
1743,174.2035,10823.835884660935
1744,174.3035,11108.177295692338
1745,174.4035,10611.696964365681
1746,174.5035,10641.105660935458
1747,174.6035,10858.862749437692
1748,174.7035,10825.995024812142
1749,174.8035,10610.11184216314
1750,174.9035,10839.494035375015
1751,175.0035,10604.9257089904
1752,175.1035,10789.83342614942
1753,175.2035,10801.5954354614
1754,175.3035,10425.747362180475
1755,175.4035,10582.889773081226
1756,175.5035,10703.096440146492
1757,175.6035,10694.467906478845
1758,175.7035,10888.82722663056
1759,175.8035,10714.591196355259
1760,175.9035,10796.248517343867
1761,176.0035,10440.279096700824
1762,176.1035,10653.981857188144
1763,176.2035,10651.673834008923
1764,176.3035,10834.408527900672
1765,176.4035,10803.322973599345
1766,176.5035,10767.117613578746
1767,176.6035,11047.406946966741
1768,176.7035,11311.598740222951
1769,176.8035,10921.070409362697
1770,176.9035,10770.868000310264
1771,177.0035,10842.847727313421
1772,177.1035,10974.36113456229
1773,177.2035,10693.624898043328
1774,177.3035,10467.640903156842
1775,177.4035,10758.826149979379
1776,177.5036,10944.724152768977
1777,177.6036,11075.91652346743
1778,177.7036,11158.598938752926
1779,177.8036,11273.736417677652
1780,177.9036,11062.666408036483
1781,178.0036,11043.239803524215
1782,178.1036,11166.837896230641
1783,178.2036,11076.550158872182
1784,178.3036,11277.797578158468
1785,178.4036,11236.786943105108
1786,178.5036,11444.844837517032
1787,178.6036,11294.592235761083
1788,178.7036,11193.176358339477
1789,178.8036,11093.967750684624
1790,178.9036,10968.93260863038
1791,179.0036,10935.179758556025
1792,179.1036,11057.138642691765
1793,179.2036,11231.704627651154
1794,179.3036,11366.745502567708
1795,179.4036,11659.107168386392
1796,179.5036,11498.333668141202
1797,179.6036,11426.873144698973
1798,179.7036,11437.559689799864
1799,179.8036,11624.64600801698
1800,179.9036,11320.575862837175
1801,180.0036,11282.100957725408
1802,180.1036,11402.095611317045
1803,180.2036,11296.033254591111
1804,180.3036,11213.358900435445
1805,180.4036,11085.710870611063
1806,180.5036,11119.530464203595
1807,180.6036,10952.286067667352
1808,180.7036,11243.619825091979
1809,180.8036,11655.451437521986
1810,180.9036,11659.28913914665
1811,181.0036,11656.715140651275
1812,181.1036,11905.814861455832
1813,181.2036,11634.834373351172
1814,181.3036,11224.907169455037
1815,181.4036,11368.946444729458
1816,181.5036,11189.418757894644
1817,181.6036,10956.541773781819
