Frame,Time (ns),Solvent Accessible Surface Area 2 (3098 at...
85,8.4002,9942.408525444293
86,8.5002,9704.4309905927
87,8.6002,9895.645655819853
88,8.7002,9976.340122384896
89,8.8002,10007.495645425228
90,8.9002,9919.816719555134
91,9.0002,10181.101146470637
92,9.1002,9994.630871264728
93,9.2002,9845.516043470507
94,9.3002,10172.581895614876
95,9.4002,10154.492451667165
96,9.5002,10388.6687059805
97,9.6002,10094.787941019364
98,9.7002,10171.057230860248
99,9.8002,10357.570253599892
100,9.9002,10405.337761496665
101,10.0002,10244.48515046687
102,10.1002,10683.896105348615
103,10.2002,10366.70796885429
104,10.3002,10688.287628141785
105,10.4002,10683.44876987261
106,10.5002,10510.386320607839
107,10.6002,10478.889724324032
108,10.7002,10160.516909148375
109,10.8002,10140.485780648225
110,10.9002,10417.754335798798
111,11.0002,10341.63474602611
112,11.1002,10557.92744835901
113,11.2002,10489.519391825226
114,11.3002,10433.329234460007
115,11.4002,10654.84521154155
116,11.5002,10414.078602357959
117,11.6002,10479.545824989682
118,11.7002,10653.100995492856
119,11.8002,10705.866609144436
120,11.9002,10594.516026021945
121,12.0002,10318.857563615742
122,12.1002,10515.277890702544
123,12.2002,10450.369529157477
124,12.3002,10563.762062782898
125,12.4002,10644.834135094141
126,12.5002,10726.852245970676
127,12.6003,10589.711028939239
128,12.7003,10716.562894885476
129,12.8003,10692.579724927864
130,12.9003,10385.239461350551
131,13.0003,10309.829656731563
132,13.1003,10326.02456934027
133,13.2003,10355.832262281667
134,13.3003,10383.608652255582
135,13.4003,10514.487176128103
136,13.5003,10490.732867828357
137,13.6003,10446.765761539506
138,13.7003,10391.467000111474
139,13.8003,10362.463047789397
140,13.9003,10263.193072824342
141,14.0003,10450.837149573588
142,14.1003,10432.987080086183
143,14.2003,10330.623281723723
144,14.3003,10416.816436770561
145,14.4003,10544.6564181598
146,14.5003,10520.125669239163
147,14.6003,10502.006090936096
148,14.7003,10555.848052879326
149,14.8003,10484.441720078608
150,14.9003,10434.978823505377
151,15.0003,10530.12677905562
152,15.1003,10572.825331335747
153,15.2003,10692.551934900515
154,15.3003,10600.5141435823
155,15.4003,10449.261235311951
156,15.5003,10363.966839916548
157,15.6003,10673.813257004269
158,15.7003,10481.643383802932
159,15.8003,10575.16515540457
160,15.9003,10368.536115320947
161,16.0003,10456.502550355857
162,16.1003,10341.613992594703
163,16.2003,10256.165574724328
164,16.3003,10087.268136016146
165,16.4003,10230.562861744762
166,16.5003,10460.535494848722
167,16.6003,10278.338983609701
168,16.7003,10368.583248577164
169,16.8003,10284.938688750331
170,16.9003,10788.451712388916
171,17.0003,10544.01635349456
172,17.1003,10685.982300518099
173,17.2003,10612.35929789978
174,17.3003,10476.586542219336
175,17.4003,10242.80964003228
176,17.5004,10245.65739956463
177,17.6004,10108.286798014362
178,17.7004,10207.515018251803
179,17.8004,10333.857373490453
180,17.9004,10348.011686574682
181,18.0004,10160.101552145667
182,18.1004,10223.397131745021
183,18.2004,10302.415221395975
184,18.3004,10452.343615676184
185,18.4004,10450.956114981545
186,18.5004,10141.857759574414
187,18.6004,10092.952804234661
188,18.7004,10306.749449974954
189,18.8004,10460.9581513481
190,18.9004,10379.613031871871
191,19.0004,10196.75121349058
192,19.1004,10196.537492756119
193,19.2004,10313.576626700606
194,19.3004,10245.391826115983
195,19.4004,10265.566204475948
196,19.5004,10113.179228725168
197,19.6004,10169.562056583214
198,19.7004,10181.089443648054
199,19.8004,10343.019442198827
200,19.9004,10216.398912462255
201,20.0004,10179.677350814747
202,20.1004,10180.196660932981
203,20.2004,10422.473465911038
204,20.3004,10173.716381059914
205,20.4004,10032.906529288275
206,20.5004,10066.88121226583
207,20.6004,9993.914440007582
208,20.7004,10212.484427465537
209,20.8004,10056.452819872235
210,20.9004,10065.206211267481
211,21.0004,10315.872510105415
212,21.1004,9982.549744524718
213,21.2004,10034.320420068716
214,21.3004,10072.601744371012
215,21.4004,10217.237496695998
216,21.5004,10029.611085435423
217,21.6004,10220.949360546907
218,21.7004,10236.287116697125
219,21.8004,10168.467857810723
220,21.9004,10228.796499578704
221,22.0004,10245.712332586152
222,22.1004,10235.995806796584
223,22.2004,10392.232946981627
224,22.3004,10285.104899439262
225,22.4004,10181.846493622854
226,22.5005,10583.489246272109
227,22.6005,10410.149601839497
228,22.7005,10416.746757345936
229,22.8005,10538.561942193986
230,22.9005,10498.377838963483
231,23.0005,10489.805359737093
232,23.1005,10303.129819200116
233,23.2005,10245.017732488515
234,23.3005,10170.520080154618
235,23.4005,10235.063972778185
236,23.5005,10407.56253789411
237,23.6005,10515.114159753603
238,23.7005,10554.992739336509
239,23.8005,10071.556085067743
240,23.9005,10364.418887184305
241,24.0005,10342.021482106737
242,24.1005,10436.290649906494
243,24.2005,10524.04399575822
244,24.3005,10414.084552000275
245,24.4005,10296.347200193548
246,24.5005,10417.418775928885
247,24.6005,10344.87256170417
248,24.7005,10289.941856100384
249,24.8005,10426.40447850436
250,24.9005,10529.826465163122
251,25.0005,10179.104090218394
252,25.1005,10279.734717382931
253,25.2005,10211.151839554319
254,25.3005,10276.855744538358
255,25.4005,10323.124180591827
256,25.5005,10410.304111637995
257,25.6005,10288.370598455058
258,25.7005,10513.71175549168
259,25.8005,10277.15002954316
260,25.9005,10373.564476048574
261,26.0005,10114.83929396747
262,26.1005,10044.151308545224
263,26.2005,10216.750501773346
264,26.3005,10302.85388691112
265,26.4005,10405.1713962617
266,26.5005,10415.092522060217
267,26.6005,10002.150558148756
268,26.7005,10439.27517071289
269,26.8005,10452.367942786565
270,26.9005,10212.953555721177
271,27.0005,10307.812694903405
272,27.1005,10479.699430161025
273,27.2005,10379.577348388097
274,27.3005,10507.94402290005
275,27.4005,10284.143272328893
276,27.5006,10349.477231597262
277,27.6006,10068.971194663003
278,27.7006,10029.982729492347
279,27.8006,10054.252114703637
280,27.9006,10282.63991925683
281,28.0006,10161.9886279691
282,28.1006,10189.348835689649
283,28.2006,10173.089433178659
284,28.3006,10425.378379983296
285,28.4006,10110.038916617315
286,28.5006,10098.825543405266
287,28.6006,10105.000529186738
288,28.7006,9977.292721507096
289,28.8006,9944.728289495504
290,28.9006,10105.080871620814
291,29.0006,10119.382265231789
292,29.1006,9956.942952225854
293,29.2006,9916.172627096243
294,29.3006,10001.91545149563
295,29.4006,10051.16473227921
296,29.5006,10212.471625439277
297,29.6006,9885.560209690088
298,29.7006,9953.036035024024
299,29.8006,9990.318135914289
300,29.9006,10138.252372960582
301,30.0006,10385.553585448371
302,30.1006,10021.514894323738
303,30.2006,9978.28066629793
304,30.3006,10010.788486701118
305,30.4006,10196.689039443629
306,30.5006,10122.721088992528
307,30.6006,10058.450072884993
308,30.7006,10393.63576218852
309,30.8006,10020.890473016336
310,30.9006,10164.76854193794
311,31.0006,10346.884190339666
312,31.1006,10231.365556861268
313,31.2006,10109.599723470563
314,31.3006,9861.441187361044
315,31.4006,10147.121596932486
316,31.5006,10138.834701940696
317,31.6006,9917.14382121515
318,31.7006,9792.44879992712
319,31.8006,9750.727796761876
320,31.9006,9969.116868279065
321,32.0006,9855.168395420853
322,32.1006,10075.510625211213
323,32.2006,9956.252917608566
324,32.3006,9860.950526340683
325,32.4006,9708.762745475906
326,32.5007,9937.793027673968
327,32.6007,9945.171287064182
328,32.7007,9919.717711318614
329,32.8007,9757.238691161667
330,32.9007,9853.343822160634
331,33.0007,9703.44819637957
332,33.1007,9978.857411659419
333,33.2007,10088.463864074387
334,33.3007,10022.706109940715
335,33.4007,9988.834320839598
336,33.5007,9814.359089558067
337,33.6007,9917.978278034709
338,33.7007,9807.987274819348
339,33.8007,9836.58829250123
340,33.9007,9894.047941679852
341,34.0007,9919.893910383078
342,34.1007,9879.114084571464
343,34.2007,9943.716477183156
344,34.3007,10094.710106751365
345,34.4007,9969.764059618732
346,34.5007,9838.98595121223
347,34.6007,9742.278362221901
348,34.7007,9907.673568159864
349,34.8007,9895.722592880338
350,34.9007,9977.888480803067
351,35.0007,9928.243668689081
352,35.1007,10068.279870867034
353,35.2007,10198.198667088198
354,35.3007,10055.089203049263
355,35.4007,9940.486318956628
356,35.5007,9869.627857633122
357,35.6007,9835.901296142083
358,35.7007,9744.914113372612
359,35.8007,9786.45580927586
360,35.9007,10015.564704371183
361,36.0007,9872.055315155882
362,36.1007,9833.636362627185
363,36.2007,9967.778054338492
364,36.3007,9926.052832860256
365,36.4007,9931.511084749813
366,36.5007,9985.44728084906
367,36.6007,9943.928791652223
368,36.7007,9771.625023642202
369,36.8007,9947.049096699466
370,36.9007,10130.902185162206
371,37.0007,9901.488036498358
372,37.1007,10093.93972425377
373,37.2007,9784.179395362164
374,37.3007,9898.818148508682
375,37.4007,9939.763660609615
376,37.5007,9612.657386676841
377,37.6008,9810.248954944453
378,37.7008,9544.213959298873
379,37.8008,9795.596865205658
380,37.9008,9969.101404334171
381,38.0008,9990.031600869659
382,38.1008,9985.862645868658
383,38.2008,10126.005125018635
384,38.3008,9885.268610425068
385,38.4008,9999.638060494222
386,38.5008,9966.245420503592
387,38.6008,9836.309290388985
388,38.7008,10073.880277106124
389,38.8008,9976.757650513031
390,38.9008,9864.563047433312
391,39.0008,9894.77305462056
392,39.1008,9940.364225818736
393,39.2008,9890.853630737773
394,39.3008,9848.711667420748
395,39.4008,10234.383548414262
396,39.5008,10174.495964063044
397,39.6008,10038.229047749435
398,39.7008,10405.489648148596
399,39.8008,10168.743707796913
400,39.9008,10171.468962848521
401,40.0008,10168.14210521896
402,40.1008,10001.18402783499
403,40.2008,9922.002681382453
404,40.3008,10157.583727535479
405,40.4008,10131.202351646476
406,40.5008,9950.464049212642
407,40.6008,10000.336618745938
408,40.7008,10057.486955703382
409,40.8008,10087.759907899463
410,40.9008,10020.613911350247
411,41.0008,10201.056966874816
412,41.1008,10077.693017698537
413,41.2008,10348.333086985132
414,41.3008,10400.517912436779
415,41.4008,10376.627153562244
416,41.5008,10211.061525303381
417,41.6008,10310.947422560861
418,41.7008,10241.860200968333
419,41.8008,10285.147573784361
420,41.9008,9985.671060004712
421,42.0008,10154.712084664618
422,42.1008,9989.537185293371
423,42.2008,10165.56489325983
424,42.3008,9951.357557762709
425,42.4008,10109.746139119728
426,42.5008,9978.075685603793
427,42.6009,10070.93589984153
428,42.7009,9931.605036501436
429,42.8009,9991.146015018112
430,42.9009,10198.88396201043
431,43.0009,9899.48628438648
432,43.1009,10013.656072504433
433,43.2009,10291.285048746047
434,43.3009,10352.018424773098
435,43.4009,9988.567318702184
436,43.5009,10201.07544271611
437,43.6009,10166.79059800351
438,43.7009,10197.85467510766
439,43.8009,10339.90149388625
440,43.9009,10388.75948808624
441,44.0009,10402.673731987155
442,44.1009,10384.668872536071
443,44.2009,10122.135872477851
444,44.3009,10292.143850861668
445,44.4009,10190.00398920193
446,44.5009,10317.248470586324
447,44.6009,10401.530523394511
448,44.7009,10293.924853411087
449,44.8009,10318.899409669415
450,44.9009,10348.022256840246
451,45.0009,9917.359422196194
452,45.1009,10380.414598899617
453,45.2009,10052.050566768634
454,45.3009,10102.81762745047
455,45.4009,10328.955647747827
456,45.5009,10406.036412256755
457,45.6009,10300.625702968588
458,45.7009,10305.873545693014
459,45.8009,10369.473767104693
460,45.9009,10464.717416794194
461,46.0009,10428.038321652532
462,46.1009,10189.683676052493
463,46.2009,10102.849275824708
464,46.3009,10092.641191208391
465,46.4009,10078.272930655656
466,46.5009,10104.420227006376
467,46.6009,10299.933875272083
468,46.7009,10110.440321918511
469,46.8009,10138.55778562031
470,46.9009,9980.816046560676
471,47.0009,10119.635781623458
472,47.1009,10034.245505808281
473,47.2009,10057.697745062806
474,47.3009,10160.811988136651
475,47.4009,10260.881454190267
476,47.501,10297.789048388877
477,47.601,10395.988398644544
478,47.701,10146.86072107981
479,47.801,10029.90200534377
480,47.901,10192.874871437643
481,48.001,9948.130460287985
482,48.101,10415.311022376345
483,48.201,10243.194277009921
484,48.301,10147.237932038992
485,48.401,10362.598129384482
486,48.501,10381.652658423225
487,48.601,10438.762022548619
488,48.701,10406.765541843519
489,48.801,10286.350945790608
490,48.901,10159.662988566311
491,49.001,10024.214151216327
492,49.101,10267.642640479218
493,49.201,10282.870330739937
494,49.301,10122.892867396595
495,49.401,10237.086921755777
496,49.501,10199.802349873851
497,49.601,9883.699516897586
498,49.701,10142.294336821971
499,49.801,10186.154676664968
500,49.901,10264.830570794375
501,50.001,10236.586597034418
502,50.101,10061.59062168016
503,50.201,10319.656388092297
504,50.301,10206.497910500742
505,50.401,10124.868689902836
506,50.501,10104.093644785049
507,50.601,10261.1737362365
508,50.701,10136.285522594919
509,50.801,10162.436280360176
510,50.901,10193.394056674559
511,51.001,10157.317683158051
512,51.101,10316.122819832904
513,51.201,10559.72852151116
514,51.301,10479.431936869238
515,51.401,10102.663325607786
516,51.501,10262.199367047431
517,51.601,10044.978856066948
518,51.701,9908.233736749284
519,51.801,10048.547439590635
520,51.901,9863.618032544255
521,52.001,10079.29977091901
522,52.101,10289.26532942943
523,52.201,10301.437587541186
524,52.301,9889.695010611144
525,52.401,10340.879515159875
526,52.5011,10253.696470367606
527,52.6011,10139.932949473015
528,52.7011,10173.194850590558
529,52.8011,10237.00842902515
530,52.9011,10203.787335854666
531,53.0011,10112.713053510672
532,53.1011,10004.632919535203
533,53.2011,9977.716112276074
534,53.3011,10312.579152635359
535,53.4011,10272.40208409742
536,53.5011,10372.889130799509
537,53.6011,10082.20568724793
538,53.7011,10017.102629293313
539,53.8011,9958.94037550654
540,53.9011,9804.579083433497
541,54.0011,9946.21941867007
542,54.1011,9980.459486576021
543,54.2011,10139.355331374494
544,54.3011,10545.069122436209
545,54.4011,10271.915860483032
546,54.5011,10368.188852542584
547,54.6011,10407.680037500808
548,54.7011,10444.9313906771
549,54.8011,10295.368715458591
550,54.9011,10222.973055391722
551,55.0011,10066.206198502272
552,55.1011,10024.904441053242
553,55.2011,10095.278289957187
554,55.3011,10065.534254609502
555,55.4011,10010.814233172643
556,55.5011,9959.932035779904
557,55.6011,10293.5143009132
558,55.7011,10205.082349397078
559,55.8011,10312.260407382584
560,55.9011,10230.308336081076
561,56.0011,10318.574280942014
562,56.1011,9956.06968811362
563,56.2011,10204.78432674138
564,56.3011,10222.722402918838
565,56.4011,10173.90828901285
566,56.5011,10085.57182290929
567,56.6011,10152.224031264455
568,56.7011,10001.417134999563
569,56.8011,10025.435767177683
570,56.9011,10124.678781787257
571,57.0011,10261.715648491041
572,57.1011,10140.423444075195
573,57.2011,10162.410256672209
574,57.3011,10132.885178257986
575,57.4011,10050.511668092386
576,57.5012,10185.65279463809
577,57.6012,10067.990330664485
578,57.7012,10276.045660716034
579,57.8012,9988.792824146341
580,57.9012,10360.024231989353
581,58.0012,10317.806498608781
582,58.1012,10247.061521955955
583,58.2012,10402.781273244314
584,58.3012,10315.748817098576
585,58.4012,10405.684315184153
586,58.5012,10300.728619062931
587,58.6012,10193.446076017586
588,58.7012,10197.914765543126
589,58.8012,10183.135777336222
590,58.9012,10313.615104126067
591,59.0012,10280.059387885552
592,59.1012,10247.839649441643
593,59.2012,10205.22171165286
594,59.3012,10277.960098457941
595,59.4012,10107.389594299379
596,59.5012,10191.146449216572
597,59.6012,10171.238849303882
598,59.7012,10168.799441676736
599,59.8012,10448.551155684132
600,59.9012,10337.472935040802
601,60.0012,10122.928778552556
602,60.1012,10090.679840369821
603,60.2012,10090.305416313875
604,60.3012,10202.558960337015
605,60.4012,10192.089337015237
606,60.5012,10164.523733012533
607,60.6012,10138.08952100075
608,60.7012,9806.537678392919
609,60.8012,9974.536424759484
610,60.9012,10166.149163534612
611,61.0012,10130.286331173676
612,61.1012,9992.03598200233
613,61.2012,9830.407046478882
614,61.3012,10069.916751775934
615,61.4012,9984.981189831247
616,61.5012,9970.082576964283
617,61.6012,9896.184251831899
618,61.7012,9921.175275206437
619,61.8012,10248.353509899604
620,61.9012,10218.845920701822
621,62.0012,9931.05734263678
622,62.1012,10111.368466191228
623,62.2012,10051.32790933475
624,62.3012,10170.91712279733
625,62.4012,10083.618807149349
626,62.5012,10069.704777109375
627,62.6013,10124.642549839253
628,62.7013,10035.563246658809
629,62.8013,10227.290872691574
630,62.9013,10152.411907819018
631,63.0013,10113.078509792067
632,63.1013,10160.734103512039
633,63.2013,10163.233281709323
634,63.3013,10224.095909041203
635,63.4013,10319.01050781609
636,63.5013,9925.966515781207
637,63.6013,10076.094858334913
638,63.7013,10467.189835487161
639,63.8013,10157.566620782558
640,63.9013,9937.638949734299
641,64.0013,10000.008128701764
642,64.1013,10101.229297895285
643,64.2013,9924.98797357175
644,64.3013,9890.172557539485
645,64.4013,9829.993820760374
646,64.5013,9954.615113121794
647,64.6013,10131.403582767987
648,64.7013,10204.656347529755
649,64.8013,10273.50278407764
650,64.9013,10171.559431474292
651,65.0013,10514.326963344469
652,65.1013,10335.248137420082
653,65.2013,10373.684707966826
654,65.3013,10229.142609869705
655,65.4013,10439.400480967131
656,65.5013,10157.72854314655
657,65.6013,10319.345602228283
658,65.7013,10416.428748452405
659,65.8013,10145.906516507182
660,65.9013,10511.895579787477
661,66.0013,10281.714095654212
662,66.1013,10229.468799265218
663,66.2013,10315.6963749106
664,66.3013,10360.642613191847
665,66.4013,10119.018946693242
666,66.5013,9912.710132041757
667,66.6013,9913.643524196925
668,66.7013,9810.27940470337
669,66.8013,9813.416076625683
670,66.9013,9978.654744963447
671,67.0013,9858.839252415855
672,67.1013,9921.26610940092
673,67.2013,9859.3447746487
674,67.3013,9982.122666430832
675,67.4013,9900.80896253871
676,67.5014,9603.32361055835
677,67.6014,9663.469599047892
678,67.7014,10061.80203511107
679,67.8014,10013.361789659664
680,67.9014,10078.517580224378
681,68.0014,9996.453425199987
682,68.1014,9888.548854502658
683,68.2014,9779.888952893647
684,68.3014,9771.159204536161
685,68.4014,9613.119819118921
686,68.5014,9878.448865812832
687,68.6014,9907.017185059061
688,68.7014,9911.754534108519
689,68.8014,9893.088307400501
690,68.9014,9933.621043430607
691,69.0014,9985.012367066804
692,69.1014,9898.671575109182
693,69.2014,9675.531997833119
694,69.3014,9874.835814175312
695,69.4014,9813.93496090862
696,69.5014,9875.011315513408
697,69.6014,9784.139795248782
698,69.7014,9825.07059809272
699,69.8014,9703.436059800128
700,69.9014,9650.04423019482
701,70.0014,9800.961246817467
702,70.1014,9863.059319439506
703,70.2014,9690.967584850947
704,70.3014,9559.038592108904
705,70.4014,9829.578209795847
706,70.5014,9896.803916842768
707,70.6014,10069.827097987589
708,70.7014,9663.154759707935
709,70.8014,10024.031507819582
710,70.9014,9887.510115012175
711,71.0014,10152.587158591094
712,71.1014,10290.29585696381
713,71.2014,10356.802868638455
714,71.3014,9918.827246681913
715,71.4014,9879.219867315956
716,71.5014,10008.150640499103
717,71.6014,9864.78611427906
718,71.7014,9904.412384413701
719,71.8014,10004.36033983473
720,71.9014,9908.015330979206
721,72.0014,10226.320717564739
722,72.1014,9990.346833303653
723,72.2014,10205.389136572387
724,72.3014,10202.069928177134
725,72.4014,9960.48330295577
726,72.5014,9843.626787041
727,72.6015,10059.39981172443
728,72.7015,9994.262925808192
729,72.8015,10049.17976417104
730,72.9015,9974.078542786912
731,73.0015,9971.281535719392
732,73.1015,9815.61120024864
733,73.2015,9964.644120288483
734,73.3015,9844.582359272123
735,73.4015,10002.459946358444
736,73.5015,10027.59680393937
737,73.6015,9833.685496442688
738,73.7015,9979.50480024965
739,73.8015,9912.086063063478
740,73.9015,10016.77065949998
741,74.0015,9872.434921395416
742,74.1015,10015.20757878266
743,74.2015,9836.73114296541
744,74.3015,9907.633239144452
745,74.4015,9839.761698706752
746,74.5015,9750.489183257589
747,74.6015,9944.426713819868
748,74.7015,9982.534989533287
749,74.8015,10027.977210170411
750,74.9015,9967.490896709602
751,75.0015,10151.065753567484
752,75.1015,10306.450038033534
753,75.2015,10085.467142778825
754,75.3015,9764.449519537528
755,75.4015,9700.771313958416
756,75.5015,10011.930344522414
757,75.6015,9656.154256322323
758,75.7015,9725.791966272902
759,75.8015,9766.561602903488
760,75.9015,9785.026396851583
761,76.0015,9801.68711864153
762,76.1015,9632.109932874728
763,76.2015,9811.352481768847
764,76.3015,9978.819600333036
765,76.4015,9855.97090021312
766,76.5015,9924.830778678945
767,76.6015,9929.05990504314
768,76.7015,9910.296577590267
769,76.8015,10058.284652195207
770,76.9015,9724.212408547757
771,77.0015,9947.4503832383
772,77.1015,10008.104754064665
773,77.2015,10151.55789596423
774,77.3015,10068.454022668486
775,77.4015,9776.485914526036
776,77.5016,9987.365821324538
777,77.6016,10062.038064769673
778,77.7016,10091.186336848052
779,77.8016,10295.481672911128
780,77.9016,9996.557490195875
781,78.0016,10131.894254005872
782,78.1016,10203.896035165531
783,78.2016,10093.219459003585
784,78.3016,9959.341267738431
785,78.4016,9956.772981367638
786,78.5016,9894.03106182027
787,78.6016,9862.153899351506
788,78.7016,9872.273193175919
789,78.8016,9663.265217239425
790,78.9016,9632.327942890757
791,79.0016,9577.240449551015
792,79.1016,9793.363873682
793,79.2016,9839.75501623129
794,79.3016,9634.632189933298
795,79.4016,9837.861124308296
796,79.5016,9868.804781236548
797,79.6016,10052.84849049635
798,79.7016,9777.299720427423
799,79.8016,9768.945518086723
800,79.9016,9964.063684281513
801,80.0016,9904.415670470986
802,80.1016,10009.5950596035
803,80.2016,9894.89969465391
804,80.3016,9838.884708479858
805,80.4016,9979.114411130016
806,80.5016,10099.591763368082
807,80.6016,10252.480804773166
808,80.7016,10081.392143342486
809,80.8016,9927.434579110222
810,80.9016,10015.319770394264
811,81.0016,10005.864459952789
812,81.1016,10127.74773415442
813,81.2016,10285.379714308772
814,81.3016,9910.01215434393
815,81.4016,10083.2278031298
816,81.5016,10325.714435413429
817,81.6016,10083.468444434724
818,81.7016,10008.308539741021
819,81.8016,9860.477750111937
820,81.9016,9742.086420090336
821,82.0016,9776.130346691654
822,82.1016,9768.511407693693
823,82.2016,9930.03186922388
824,82.3016,9937.277526812131
825,82.4016,9913.228224312537
826,82.5017,9935.451337432778
827,82.6017,9983.762507148609
828,82.7017,10119.03659801388
829,82.8017,10161.841619687415
830,82.9017,10159.148450257835
831,83.0017,10105.00776647698
832,83.1017,9666.75320642221
833,83.2017,9997.113054975067
834,83.3017,9960.674224908824
835,83.4017,10044.609939452559
836,83.5017,9852.231767691293
837,83.6017,9765.65572130047
838,83.7017,10043.392319335862
839,83.8017,9966.563617030133
840,83.9017,9954.656766900145
841,84.0017,9961.96620768554
842,84.1017,9880.572115749172
843,84.2017,10011.45259490927
844,84.3017,10057.940064822531
845,84.4017,9879.370457776971
846,84.5017,9855.293090555342
847,84.6017,10065.971625659406
848,84.7017,10153.531582527006
849,84.8017,10062.735190825793
850,84.9017,9779.304653613097
851,85.0017,9940.530539578023
852,85.1017,9850.69034529327
853,85.2017,9743.58215583261
854,85.3017,9700.998315926226
855,85.4017,9896.335002526417
856,85.5017,9654.89389102671
857,85.6017,9780.539890916836
858,85.7017,9736.126268333355
859,85.8017,10032.311858097879
860,85.9017,9779.247640408696
861,86.0017,9735.916874005778
862,86.1017,9851.49058677762
863,86.2017,9836.425126926066
864,86.3017,10069.197737697308
865,86.4017,10021.479129215915
866,86.5017,10018.57132469896
867,86.6017,9887.609722848338
868,86.7017,9871.262254582398
869,86.8017,9988.499400029852
870,86.9017,9740.395869214874
871,87.0017,9932.015855277385
872,87.1017,9855.862763248266
873,87.2017,9883.913002290516
874,87.3017,10036.88701104031
875,87.4017,9911.63683140624
876,87.5018,9890.045687665464
877,87.6018,10162.91285775396
878,87.7018,10050.982411773166
879,87.8018,9785.182099084714
880,87.9018,9663.056837179049
881,88.0018,9820.318811814417
882,88.1018,9945.05033777392
883,88.2018,9901.332860419996
884,88.3018,9695.730287665612
885,88.4018,9837.11422263409
886,88.5018,10021.622025737901
887,88.6018,10035.679662349818
888,88.7018,10159.773703887733
889,88.8018,9966.11698720485
890,88.9018,9943.806041770702
891,89.0018,10043.170223083962
892,89.1018,10040.305667472596
893,89.2018,9722.857855443533
894,89.3018,9677.379214839682
895,89.4018,9604.25725463941
896,89.5018,9773.920572173327
897,89.6018,9537.891026630734
898,89.7018,9496.330002362492
899,89.8018,9357.320477395944
900,89.9018,9610.072924586015
901,90.0018,9677.116106487116
902,90.1018,9861.802338170462
903,90.2018,9785.868382320397
904,90.3018,9635.465426210043
905,90.4018,9732.873564117077
906,90.5018,9537.900768262298
907,90.6018,9899.641208966903
908,90.7018,9922.409627603278
909,90.8018,10175.896573219168
910,90.9018,9968.00860846765
911,91.0018,9781.635210074977
912,91.1018,10045.218511759373
913,91.2018,9778.65040471806
914,91.3018,9780.980614591292
915,91.4018,9942.306320425088
916,91.5018,9673.42911558159
917,91.6018,9851.371184898575
918,91.7018,9829.638672714935
919,91.8018,9948.651904897586
920,91.9018,10000.166674942657
921,92.0018,9924.359988646966
922,92.1018,9674.389759677155
923,92.2018,9739.544006088641
924,92.3018,9795.456857138275
925,92.4018,9905.104710887104
926,92.5019,9761.214692250396
927,92.6019,9637.358514935295
928,92.7019,9672.6133661722
929,92.8019,9634.813989161157
930,92.9019,9683.02487194453
931,93.0019,9705.43934923377
932,93.1019,9696.830250443641
933,93.2019,9507.920369491365
934,93.3019,9699.289596541263
