Frame,Time (ns),Radius of Gyration 3 (5760 atoms)
214,21.3004,24.461758914478697
215,21.4004,24.01563853149226
216,21.5004,24.24330983483476
217,21.6004,24.347571909754347
218,21.7004,24.218899862913172
219,21.8004,24.3717626080597
220,21.9004,23.973133037223903
221,22.0004,24.168218320669823
222,22.1004,23.944812277601013
223,22.2004,24.097519123858287
224,22.3004,24.368723569811756
225,22.4004,24.211788170413197
226,22.5005,24.50392034845941
227,22.6005,24.346182014031555
228,22.7005,24.329682974604424
229,22.8005,24.506568498487347
230,22.9005,24.288035555861306
231,23.0005,24.22921650754829
232,23.1005,24.359310326579802
233,23.2005,24.181753701307485
234,23.3005,24.116708486514483
235,23.4005,24.153648103633135
236,23.5005,24.231070674791795
237,23.6005,24.301610654132972
238,23.7005,24.1154707505428
239,23.8005,24.062889981224725
240,23.9005,24.04067425482795
241,24.0005,24.137881053085792
242,24.1005,24.137053229715775
243,24.2005,24.181194934300958
244,24.3005,24.349409512636218
245,24.4005,24.15127286623774
246,24.5005,24.64133203956023
247,24.6005,24.236371008891076
248,24.7005,24.228337039459728
249,24.8005,24.470163403649128
250,24.9005,24.404450160113463
251,25.0005,24.106783941099675
252,25.1005,24.009461896617854
253,25.2005,24.073891236631127
254,25.3005,24.269090258346573
255,25.4005,24.097811517110568
256,25.5005,24.183650602570374
257,25.6005,23.99027093585599
258,25.7005,24.219743104008817
259,25.8005,24.073372875749197
260,25.9005,24.201615353721557
261,26.0005,24.2436467596773
262,26.1005,24.303659546574988
263,26.2005,24.16994664916201
264,26.3005,24.163998681853275
265,26.4005,24.346127478505455
266,26.5005,24.386603790364195
267,26.6005,24.310365233325538
268,26.7005,24.540788648119747
269,26.8005,24.45056732456679
270,26.9005,24.32883869992937
271,27.0005,24.360112856743925
272,27.1005,24.324489217327113
273,27.2005,24.098792755160105
274,27.3005,24.38204750022927
275,27.4005,24.130878263707675
276,27.5006,24.149019577464035
277,27.6006,24.045583216246552
278,27.7006,23.961808435718886
279,27.8006,23.871230903057494
280,27.9006,24.2306220681706
281,28.0006,24.15189132477482
282,28.1006,24.04935298396289
283,28.2006,24.17091460130843
284,28.3006,24.179323782760815
285,28.4006,23.986732109755582
286,28.5006,23.97612294306935
287,28.6006,23.962676694260722
288,28.7006,23.96736160195171
289,28.8006,23.89483137089261
290,28.9006,24.042650251203106
291,29.0006,23.97148685621707
292,29.1006,23.825007935999274
293,29.2006,24.104326308164428
294,29.3006,23.942458489324135
295,29.4006,24.058943623772148
296,29.5006,23.927561317630346
297,29.6006,23.715137121187745
298,29.7006,23.898175163552104
299,29.8006,24.02960886538249
300,29.9006,23.873037516423555
301,30.0006,24.258720244271633
302,30.1006,23.958000428173328
303,30.2006,24.00060955772261
304,30.3006,23.779571764097245
305,30.4006,24.04374462502854
306,30.5006,23.892961580905137
307,30.6006,23.844426664800523
308,30.7006,23.836993626419183
309,30.8006,23.84064453541281
310,30.9006,23.97972772697704
311,31.0006,23.81131899687321
312,31.1006,23.895402361141656
313,31.2006,23.866107404985613
314,31.3006,23.680203698445688
315,31.4006,23.873157183980734
316,31.5006,23.83159261176112
317,31.6006,23.807497577381344
318,31.7006,23.634817779069397
319,31.8006,23.674868007561084
320,31.9006,23.823547871109685
321,32.0006,23.700374691326818
322,32.1006,23.715923524024042
323,32.2006,23.768093514592618
324,32.3006,23.60359748499767
325,32.4006,23.529611658989147
326,32.5007,23.46905735901633
327,32.6007,23.793853579145264
328,32.7007,23.682562206381046
329,32.8007,23.623406027013175
330,32.9007,23.746515975259353
331,33.0007,23.648342499912694
332,33.1007,23.646207507067338
333,33.2007,23.629123578526723
334,33.3007,23.66324436439783
335,33.4007,23.76534010870812
336,33.5007,23.665244766201916
337,33.6007,23.691017587537416
338,33.7007,23.528612155843792
339,33.8007,23.565373221682137
340,33.9007,23.76696581347523
341,34.0007,23.696458368701627
342,34.1007,23.64726088318817
343,34.2007,23.61929067931496
344,34.3007,23.69496185346731
345,34.4007,23.61834549189321
346,34.5007,23.489438747496777
347,34.6007,23.620587381040703
348,34.7007,23.724970805482776
349,34.8007,23.783732466843396
350,34.9007,23.64423563008487
351,35.0007,23.721860023528794
352,35.1007,23.757438413692945
353,35.2007,23.665816414323967
354,35.3007,23.6558918464227
355,35.4007,23.723447832555046
356,35.5007,23.666642717661976
357,35.6007,23.597352542912795
358,35.7007,23.703612558912646
359,35.8007,23.570702668762426
360,35.9007,23.661706547213857
361,36.0007,23.76893281589312
362,36.1007,23.63807098599686
363,36.2007,23.69607650874471
364,36.3007,23.60701704213571
365,36.4007,23.69573224509751
366,36.5007,23.564985969688685
367,36.6007,23.535117738510056
368,36.7007,23.47531318319902
369,36.8007,23.501832886206106
370,36.9007,23.773223233242245
371,37.0007,23.520509337413674
372,37.1007,23.627903215438216
373,37.2007,23.594438164012885
374,37.3007,23.739000123702215
375,37.4007,23.47970003311298
376,37.5007,23.480206411423666
377,37.6008,23.60391670986358
378,37.7008,23.46279073243185
379,37.8008,23.658027727444395
380,37.9008,23.65750276535829
381,38.0008,23.529486165530233
382,38.1008,23.692673428973194
383,38.2008,23.62076745774909
384,38.3008,23.466185891404905
385,38.4008,23.57272010702705
386,38.5008,23.642168813942387
387,38.6008,23.59313874522085
388,38.7008,23.65528101075399
389,38.8008,23.560896615321365
390,38.9008,23.486345794236943
391,39.0008,23.45428344936146
392,39.1008,23.522986799261883
393,39.2008,23.36442697672346
394,39.3008,23.57741792250403
395,39.4008,23.614020605679876
396,39.5008,23.699735920824462
397,39.6008,23.426964235570853
398,39.7008,23.709452657663938
399,39.8008,23.71578863141559
400,39.9008,23.745308071819817
401,40.0008,23.651055799316495
402,40.1008,23.642181186279455
403,40.2008,23.628721119212127
404,40.3008,23.7054698649655
405,40.4008,23.77484488781824
406,40.5008,23.746075376557076
407,40.6008,23.754365659670995
408,40.7008,23.78581361428308
409,40.8008,23.618333859527418
410,40.9008,23.72400889284471
411,41.0008,23.711098091632497
412,41.1008,23.72838308874392
413,41.2008,23.64517813451392
414,41.3008,23.751917481578598
415,41.4008,23.73994113895837
416,41.5008,23.853111081414514
417,41.6008,23.819364287791483
418,41.7008,23.838834931536496
419,41.8008,23.7845806689231
420,41.9008,23.461633703864194
421,42.0008,23.783498269875192
422,42.1008,23.722151235267617
423,42.2008,23.64018471620689
424,42.3008,23.72408418471745
425,42.4008,23.886210932848652
426,42.5008,23.849095099391256
427,42.6009,23.823111812724857
428,42.7009,23.732448531972327
429,42.8009,24.000626553836472
430,42.9009,24.049603913167978
431,43.0009,23.672732019492532
432,43.1009,23.875787741029
433,43.2009,24.07800327044157
434,43.3009,23.922668445670755
435,43.4009,23.953222421798852
436,43.5009,23.65906778777305
437,43.6009,23.378008281937888
438,43.7009,23.5133588696068
439,43.8009,23.751510615297782
440,43.9009,23.69316514112447
441,44.0009,23.71172507395592
442,44.1009,23.668637651389506
443,44.2009,23.78736084337207
444,44.3009,23.876758420067233
445,44.4009,23.834644119413472
446,44.5009,23.803036586631364
447,44.6009,24.042846571016483
448,44.7009,23.89305436469838
449,44.8009,23.808253342531746
450,44.9009,23.68528034081412
451,45.0009,23.656255669012975
452,45.1009,23.80666201194317
453,45.2009,23.62159458659254
454,45.3009,23.545140611359944
455,45.4009,23.697630244442003
456,45.5009,23.65348958807598
457,45.6009,23.593138419236436
458,45.7009,23.586053358420425
459,45.8009,23.61447983939868
460,45.9009,23.67561331758688
461,46.0009,23.694382627109732
462,46.1009,23.33582716022672
463,46.2009,23.6029300781932
464,46.3009,23.49249781569457
465,46.4009,23.516379599866095
466,46.5009,23.543663439561666
467,46.6009,23.691038524850445
468,46.7009,23.639764938360855
469,46.8009,23.62084197736178
470,46.9009,23.3861906329498
471,47.0009,23.787302571144007
472,47.1009,23.893479533678736
473,47.2009,23.926452061004866
474,47.3009,23.863314241352704
475,47.4009,23.843521526969568
476,47.501,23.895561752624232
477,47.601,23.867827541495295
478,47.701,23.81266439018524
479,47.801,23.695324505807783
480,47.901,23.726436238384014
481,48.001,23.754231960697354
482,48.101,23.95086257703899
483,48.201,23.90106847481854
484,48.301,23.74954445802884
485,48.401,23.67248038591307
486,48.501,23.69888692672636
487,48.601,24.10523402377762
488,48.701,23.79073516754416
489,48.801,23.813454724269757
490,48.901,23.91525001867968
491,49.001,23.718214538426675
492,49.101,23.862499271025065
493,49.201,24.025137590083087
494,49.301,23.90944137812914
495,49.401,23.993290141742087
496,49.501,24.1564831216007
497,49.601,23.967539410582802
498,49.701,24.055893726091604
499,49.801,23.89499345053068
500,49.901,23.96923513999511
501,50.001,23.945810332759915
502,50.101,24.02877690948043
503,50.201,24.048812494118284
504,50.301,23.94451460601007
505,50.401,23.948444805518267
506,50.501,23.881792835856533
507,50.601,24.004072734248318
508,50.701,23.95062809349877
509,50.801,24.16322267804286
510,50.901,23.972429674910945
511,51.001,23.99041422085218
512,51.101,23.791300264855934
513,51.201,24.015964506372374
514,51.301,23.778792041077075
515,51.401,23.802079838589563
516,51.501,23.716573923162034
517,51.601,23.73405503234865
518,51.701,23.819871888240424
519,51.801,23.919565744790614
520,51.901,23.760791666952905
521,52.001,23.853956005862482
522,52.101,24.103879205479103
523,52.201,23.880274157949238
524,52.301,23.90822056032035
525,52.401,23.919886849683266
526,52.5011,24.14433265268607
527,52.6011,24.06778026916543
528,52.7011,23.92345556281341
529,52.8011,23.836897241416445
530,52.9011,23.784413847937678
531,53.0011,23.81856824670351
532,53.1011,23.803800370930436
533,53.2011,23.97339037400074
534,53.3011,23.926358481775566
535,53.4011,23.90608402917891
536,53.5011,23.996695475978907
537,53.6011,23.78572960074775
538,53.7011,23.83608407023844
539,53.8011,23.826095884328907
540,53.9011,23.65545187232871
541,54.0011,23.713790060768964
542,54.1011,23.862990536257804
543,54.2011,23.896976520678635
544,54.3011,23.80284826160108
545,54.4011,23.815764985802666
546,54.5011,23.8685453017159
547,54.6011,23.94326248324738
548,54.7011,24.190360489413116
549,54.8011,24.093749490204782
550,54.9011,24.019108341878052
551,55.0011,23.818575321548053
552,55.1011,23.760580253220628
553,55.2011,23.72117137310595
554,55.3011,23.723170239176927
555,55.4011,23.781098756076815
556,55.5011,23.725580739658316
557,55.6011,23.852551541063566
558,55.7011,23.780535416271988
559,55.8011,23.664255130477503
560,55.9011,23.72315250579776
561,56.0011,23.85613737349725
562,56.1011,23.74749534998944
563,56.2011,23.791103977101837
564,56.3011,23.499167592192666
565,56.4011,23.63126309090105
566,56.5011,23.526683382532518
567,56.6011,23.662041148910347
568,56.7011,23.58478235471237
569,56.8011,23.598022374438035
570,56.9011,23.597905884104435
571,57.0011,23.544553932393544
572,57.1011,23.777238017910737
573,57.2011,23.781660603448614
574,57.3011,23.827574191156277
575,57.4011,23.569707904873336
576,57.5012,23.687089807727634
577,57.6012,23.649497416208984
578,57.7012,23.677492414998333
579,57.8012,23.380623195809857
580,57.9012,23.569554434413934
581,58.0012,23.696967994215104
582,58.1012,23.636932898652702
583,58.2012,23.58878217055919
584,58.3012,23.758485429750504
585,58.4012,23.80659758179729
586,58.5012,23.773078259768674
587,58.6012,23.698237108056606
588,58.7012,23.57678169412583
589,58.8012,23.605989523636275
590,58.9012,23.581507621122384
591,59.0012,23.910138004492367
592,59.1012,23.575638464127028
593,59.2012,23.50256871281672
594,59.3012,23.631444395614057
595,59.4012,23.62428246128944
596,59.5012,23.770279760999642
597,59.6012,23.676318911422204
598,59.7012,23.63130105181985
599,59.8012,23.81603161720028
600,59.9012,23.672302444482558
601,60.0012,23.74722446838909
602,60.1012,23.75865416204234
603,60.2012,23.62080386793866
604,60.3012,23.72740218880744
605,60.4012,23.792780427067694
606,60.5012,23.67432114622598
607,60.6012,23.403068278899948
608,60.7012,23.487105434442014
609,60.8012,23.53184924202104
610,60.9012,23.47285129454549
611,61.0012,23.535431751627904
612,61.1012,23.79126303077022
613,61.2012,23.72905641074545
614,61.3012,23.59821464462291
615,61.4012,23.59839664999737
616,61.5012,23.65931731255628
617,61.6012,23.66277044129367
618,61.7012,23.76789762092738
619,61.8012,23.757819308437064
620,61.9012,23.585048619982086
621,62.0012,23.485707172026967
622,62.1012,23.582619572608397
623,62.2012,23.62838368018808
624,62.3012,23.49361770006668
625,62.4012,23.434778144646884
626,62.5012,23.421339289639977
627,62.6013,23.439100063098753
628,62.7013,23.558084955009296
629,62.8013,23.6706585584452
630,62.9013,23.500365698071743
631,63.0013,23.344427324947873
632,63.1013,23.466071314062845
633,63.2013,23.313057096834726
634,63.3013,23.531268576538153
635,63.4013,23.452220050144966
636,63.5013,23.47029720973692
637,63.6013,23.595646727490955
638,63.7013,23.46707254942862
639,63.8013,23.643828722140167
640,63.9013,23.387287860177057
641,64.0013,23.376491096992577
642,64.1013,23.635217670290658
643,64.2013,23.32732316428303
644,64.3013,23.574619744564387
645,64.4013,23.55263248775143
646,64.5013,23.58098750003591
647,64.6013,23.76928399494976
648,64.7013,23.758582506994788
649,64.8013,23.834695452474122
650,64.9013,23.874076774932057
651,65.0013,23.927787204781218
652,65.1013,23.68799957746364
653,65.2013,23.682044590514018
654,65.3013,23.803283983353605
655,65.4013,23.675704963402904
656,65.5013,23.657390833590117
657,65.6013,23.61420883344849
658,65.7013,23.54046468765102
659,65.8013,23.679343235747435
660,65.9013,23.79743518174781
661,66.0013,23.50232536360728
662,66.1013,23.50372502374231
663,66.2013,23.441178040525283
664,66.3013,23.509919803137976
665,66.4013,23.36257929844949
666,66.5013,23.48909221994238
667,66.6013,23.49064156802977
668,66.7013,23.475546599710004
669,66.8013,23.422452684514006
670,66.9013,23.34469200097815
671,67.0013,23.365769983031583
672,67.1013,23.366243408784925
673,67.2013,23.31753831019882
674,67.3013,23.566016387550857
675,67.4013,23.205750045066047
676,67.5014,23.294198144503316
677,67.6014,23.32634951328402
678,67.7014,23.29755779523521
679,67.8014,23.398535443868806
680,67.9014,23.469164788773828
681,68.0014,23.583726869864286
682,68.1014,23.372925455418766
683,68.2014,23.38942205650167
684,68.3014,23.39449472676627
685,68.4014,23.602680933972483
686,68.5014,23.476799367048066
687,68.6014,23.587028713449335
688,68.7014,23.608508892410562
689,68.8014,23.719697548195036
690,68.9014,23.715402475506462
691,69.0014,23.735835393460118
692,69.1014,23.864904556516237
693,69.2014,23.812626013714315
694,69.3014,23.720201406625538
695,69.4014,23.675335337493653
696,69.5014,23.68301541462832
697,69.6014,23.667391623427037
698,69.7014,23.651638555211015
699,69.8014,23.568060186028205
700,69.9014,23.45717140084659
701,70.0014,23.59454516796696
702,70.1014,23.563961105946465
703,70.2014,23.596803392783688
704,70.3014,23.479948993733856
705,70.4014,23.40796780946546
706,70.5014,23.565527280377292
707,70.6014,23.560377948320006
708,70.7014,23.503164892477766
709,70.8014,23.602871987064145
710,70.9014,23.499081891791782
711,71.0014,23.593945323620417
712,71.1014,23.41144407629804
713,71.2014,23.540813478221274
714,71.3014,23.422261368513475
715,71.4014,23.41667835175562
716,71.5014,23.324814759979578
717,71.6014,23.372124424283616
718,71.7014,23.383500003882123
719,71.8014,23.469365585487417
720,71.9014,23.299725174958578
721,72.0014,23.4990006120005
722,72.1014,23.489424905442956
723,72.2014,23.46914481769764
724,72.3014,23.53312247495065
725,72.4014,23.327110882067842
726,72.5014,23.315855591931903
727,72.6015,23.41137946291575
728,72.7015,23.446383544022037
729,72.8015,23.46724325797787
730,72.9015,23.460247607301095
731,73.0015,23.510593021924752
732,73.1015,23.422488867792445
733,73.2015,23.388517861473304
734,73.3015,23.31505195868119
735,73.4015,23.257042936794004
736,73.5015,23.17033089345335
737,73.6015,23.300494087245657
738,73.7015,23.236181298815744
739,73.8015,23.181223356931458
740,73.9015,23.095857310339742
741,74.0015,23.305067342510707
742,74.1015,23.54416337044123
743,74.2015,23.36326531702525
744,74.3015,23.28812208660187
745,74.4015,23.549406937924964
746,74.5015,23.385324153419027
747,74.6015,23.50927804118882
748,74.7015,23.654267943680647
749,74.8015,23.53379840417692
750,74.9015,23.56316718797473
751,75.0015,23.42134670230611
752,75.1015,23.423162264697446
753,75.2015,23.675999523915646
754,75.3015,23.48732740403182
755,75.4015,23.638668065423104
756,75.5015,23.46176934912215
757,75.6015,23.499059995788425
758,75.7015,23.375549325081785
759,75.8015,23.4418205288031
760,75.9015,23.561388618468502
761,76.0015,23.48459368981845
762,76.1015,23.44338970220813
763,76.2015,23.540064757068127
764,76.3015,23.638800504162372
765,76.4015,23.469243659422226
766,76.5015,23.51182042485621
767,76.6015,23.393104559418564
768,76.7015,23.466100928941618
769,76.8015,23.555501976639285
770,76.9015,23.29094312769358
771,77.0015,23.349206006365346
772,77.1015,23.35041277835128
773,77.2015,23.328027564930675
774,77.3015,23.331573189636867
775,77.4015,23.4465688287534
776,77.5016,23.46631148815652
777,77.6016,23.261279676272686
778,77.7016,23.510533658783608
779,77.8016,23.371169413391062
780,77.9016,23.46655857358958
781,78.0016,23.571690359605647
782,78.1016,23.63883858855127
783,78.2016,23.34591909280395
784,78.3016,23.363341765888855
785,78.4016,23.24065931110086
786,78.5016,23.301949792030392
787,78.6016,23.44896233655475
788,78.7016,23.277722702686507
789,78.8016,23.09616466958962
790,78.9016,23.07835588296469
791,79.0016,22.86548189743186
792,79.1016,23.120297456962252
793,79.2016,23.099316609928618
794,79.3016,23.113377984731354
795,79.4016,23.191726607304865
796,79.5016,23.206974416202957
797,79.6016,23.315203844658683
798,79.7016,23.119567388990507
799,79.8016,23.20937591869758
800,79.9016,23.420504802225047
801,80.0016,23.21049224355379
802,80.1016,23.394659931618314
803,80.2016,23.38736780505327
804,80.3016,23.339463229614065
805,80.4016,23.564915619371053
806,80.5016,23.286354268158085
807,80.6016,23.465709024498484
808,80.7016,23.48640521900094
809,80.8016,23.47788519572515
810,80.9016,23.313657025191358
811,81.0016,23.411748538766123
812,81.1016,23.27908829477113
813,81.2016,23.481349730495293
814,81.3016,23.348932972683798
815,81.4016,23.35110352362419
816,81.5016,23.547717192703214
817,81.6016,23.48372816360453
818,81.7016,23.449391499225342
819,81.8016,23.407263824757838
820,81.9016,23.3626659860345
821,82.0016,23.407149804064485
822,82.1016,23.32923253463497
823,82.2016,23.363916701720118
824,82.3016,23.291159359661616
825,82.4016,23.25361378656736
826,82.5017,23.198887174011585
827,82.6017,23.311372602395416
828,82.7017,23.456225153339563
829,82.8017,23.228889385735318
830,82.9017,23.430110399387907
831,83.0017,23.230194480238442
832,83.1017,23.455639848459313
833,83.2017,23.411459415105927
834,83.3017,23.170417567547986
835,83.4017,23.26981983616913
836,83.5017,23.182138198955677
837,83.6017,23.2982483793017
838,83.7017,23.28603828590264
839,83.8017,23.366270693027563
840,83.9017,23.39546376210304
841,84.0017,23.495657429628537
842,84.1017,23.226632937603085
843,84.2017,23.23603668182181
844,84.3017,23.424819947972043
845,84.4017,23.353001597990808
846,84.5017,23.408622973543697
847,84.6017,23.480418111818203
848,84.7017,23.394200589474654
849,84.8017,23.270686999984036
850,84.9017,23.246270182521965
851,85.0017,23.145946264356827
852,85.1017,23.13978919893686
853,85.2017,23.24386255028292
854,85.3017,23.292435819462817
855,85.4017,23.177658264619545
856,85.5017,23.199915318786697
857,85.6017,23.206030587249945
858,85.7017,23.213223899704236
859,85.8017,23.503042456698715
860,85.9017,23.21428204128661
861,86.0017,23.112101197861847
862,86.1017,23.26502099359262
863,86.2017,23.286582979093296
864,86.3017,23.121529840295103
865,86.4017,23.355758805919464
866,86.5017,23.22395258448295
867,86.6017,23.294318229484237
868,86.7017,23.198221740113777
869,86.8017,23.18034289211458
870,86.9017,23.253265130058434
871,87.0017,23.323337267418623
872,87.1017,23.226196711979714
873,87.2017,23.158001329073834
874,87.3017,23.26662517774332
875,87.4017,23.13821083689669
876,87.5018,23.158846234591273
877,87.6018,23.139684795786398
878,87.7018,23.158506864136285
879,87.8018,23.02534612477543
880,87.9018,23.13431256064909
881,88.0018,23.277294296552636
882,88.1018,23.32198400538052
883,88.2018,23.218176776598586
884,88.3018,23.088813732352808
885,88.4018,23.197942211866238
886,88.5018,23.210538009023235
887,88.6018,23.385202285575676
888,88.7018,23.188018209895812
889,88.8018,23.085024991139676
890,88.9018,23.153304759622433
891,89.0018,23.109322161674807
892,89.1018,23.062246758870963
893,89.2018,23.12049128680615
894,89.3018,22.997185486406284
895,89.4018,23.01973065662833
896,89.5018,23.038985219848403
897,89.6018,22.9500253751578
898,89.7018,23.031580479213307
899,89.8018,22.92906230024541
900,89.9018,23.124298142387463
901,90.0018,23.125464152763453
902,90.1018,23.16650908189301
903,90.2018,23.044417263443375
904,90.3018,23.04961547830296
905,90.4018,23.1278206144679
906,90.5018,23.075384286276442
907,90.6018,23.07869894325641
908,90.7018,23.154500464271184
909,90.8018,23.312716563389984
910,90.9018,23.354682227557312
911,91.0018,23.230911669347133
912,91.1018,23.14812944368879
913,91.2018,23.22490818859048
914,91.3018,23.190003704617816
915,91.4018,23.11320575553278
916,91.5018,23.320290743140394
917,91.6018,23.159584054868144
918,91.7018,23.251937635836263
919,91.8018,22.998694878298092
920,91.9018,23.24367450576784
921,92.0018,23.201149938010584
922,92.1018,23.31166929750119
923,92.2018,23.259612794019084
924,92.3018,23.323916684198238
925,92.4018,23.16727268754681
926,92.5019,23.09890210907016
927,92.6019,23.10807946542139
928,92.7019,22.863250230736803
929,92.8019,23.031739912646465
930,92.9019,22.92938135900295
931,93.0019,22.837107851607414
932,93.1019,22.996864479395743
