Frame,Time (ns),Radius of Gyration 2 (3098 atoms)
238,23.7005,17.015146038867144
239,23.8005,17.10782592787525
240,23.9005,17.044428511771642
241,24.0005,17.05426125333429
242,24.1005,17.070987288212525
243,24.2005,17.05042653092252
244,24.3005,16.990962287592414
245,24.4005,16.913368074247547
246,24.5005,17.0401818029943
247,24.6005,16.919329438160155
248,24.7005,16.876525310716037
249,24.8005,16.991060012989216
250,24.9005,17.039453148041478
251,25.0005,16.860112545046935
252,25.1005,16.857420645077074
253,25.2005,17.008690955365136
254,25.3005,17.130981333224593
255,25.4005,17.04440395512051
256,25.5005,16.970743336065514
257,25.6005,17.017922508750594
258,25.7005,17.11443780156023
259,25.8005,17.18388859996442
260,25.9005,17.056169215902774
261,26.0005,16.979953130987393
262,26.1005,17.07063947964963
263,26.2005,17.175830603951216
264,26.3005,16.955047076081755
265,26.4005,16.957949412048844
266,26.5005,17.033747964520543
267,26.6005,17.016834846495925
268,26.7005,17.149110040002114
269,26.8005,17.13115689763504
270,26.9005,17.045293611231035
271,27.0005,17.06278717960675
272,27.1005,17.101164173131433
273,27.2005,16.99221955069071
274,27.3005,17.08056159166197
275,27.4005,16.93762921517901
276,27.5006,16.955977854643482
277,27.6006,16.91498314762792
278,27.7006,16.826141830341093
279,27.8006,16.996301214245797
280,27.9006,17.020398130144066
281,28.0006,16.93368499925917
282,28.1006,17.02598220832418
283,28.2006,16.96310970898463
284,28.3006,16.97351041056135
285,28.4006,16.915004021614582
286,28.5006,16.931001463238506
287,28.6006,16.903508406726534
288,28.7006,16.966683784774474
289,28.8006,16.904988281633685
290,28.9006,16.880029295195833
291,29.0006,16.95753234545121
292,29.1006,16.86480560654739
293,29.2006,16.987844750659292
294,29.3006,17.026587509342328
295,29.4006,17.028375774011362
296,29.5006,16.97178331591292
297,29.6006,16.861803221645406
298,29.7006,16.945039493674784
299,29.8006,16.99779475242224
300,29.9006,16.95390606761017
301,30.0006,17.05532125262761
302,30.1006,16.952485927516946
303,30.2006,16.93153816648439
304,30.3006,16.910998516733034
305,30.4006,17.003213982754943
306,30.5006,16.969875967052676
307,30.6006,16.948469106293842
308,30.7006,17.022496957819676
309,30.8006,16.94789247942014
310,30.9006,17.03417413240553
311,31.0006,16.894134091044485
312,31.1006,16.98874816334971
313,31.2006,17.01192515021548
314,31.3006,16.922517509077252
315,31.4006,17.07541267326484
316,31.5006,16.9736143162229
317,31.6006,16.954904504455435
318,31.7006,16.913615249436052
319,31.8006,16.870154859120746
320,31.9006,17.03353786073903
321,32.0006,17.069151845957766
322,32.1006,17.0695874541762
323,32.2006,16.967673194242384
324,32.3006,16.984379406520986
325,32.4006,16.948665405566256
326,32.5007,16.948099421866253
327,32.6007,17.007261862477304
328,32.7007,16.964874136131137
329,32.8007,16.792960823269357
330,32.9007,16.93179272970387
331,33.0007,16.886961357485404
332,33.1007,16.9684678136601
333,33.2007,16.973936686575424
334,33.3007,17.00434719053086
335,33.4007,16.971507528743434
336,33.5007,17.005776324728917
337,33.6007,16.930517493309647
338,33.7007,16.918599607800605
339,33.8007,16.850281028545485
340,33.9007,16.934747762221523
341,34.0007,16.92569668261943
342,34.1007,16.98222839453938
343,34.2007,17.035198194201165
344,34.3007,17.050121742085548
345,34.4007,17.01469759010991
346,34.5007,17.01429447358069
347,34.6007,16.975073339875536
348,34.7007,16.92729855668071
349,34.8007,16.99528176902031
350,34.9007,17.08754653230149
351,35.0007,16.97899572267261
352,35.1007,16.98512178965717
353,35.2007,17.098362295074164
354,35.3007,17.012997589826682
355,35.4007,16.937698495617084
356,35.5007,16.935207818755195
357,35.6007,16.902679482209386
358,35.7007,16.91592425136177
359,35.8007,16.934176046431404
360,35.9007,17.02856970570529
361,36.0007,16.91605346117551
362,36.1007,16.939497032528507
363,36.2007,16.950052821630056
364,36.3007,16.962447623786503
365,36.4007,16.958926465398207
366,36.5007,17.054757174810458
367,36.6007,17.04891828402633
368,36.7007,17.00103093020547
369,36.8007,16.970665509014264
370,36.9007,17.098466785542996
371,37.0007,17.04097029736481
372,37.1007,17.096232294972687
373,37.2007,16.986430341381173
374,37.3007,17.01099149682222
375,37.4007,16.986539794480013
376,37.5007,16.938284827722256
377,37.6008,17.01804400667869
378,37.7008,16.891959230573082
379,37.8008,16.977471562200073
380,37.9008,17.09158834749119
381,38.0008,17.071121669573365
382,38.1008,17.010450594932447
383,38.2008,17.041273821931945
384,38.3008,16.88836272806626
385,38.4008,16.840290162950186
386,38.5008,16.96006935539283
387,38.6008,16.898422376491382
388,38.7008,16.979228608796504
389,38.8008,16.895444886089912
390,38.9008,16.88738066149419
391,39.0008,16.789077342409676
392,39.1008,16.88358177900605
393,39.2008,16.892201760559733
394,39.3008,16.88255024858125
395,39.4008,16.898071036078207
396,39.5008,16.928865589231194
397,39.6008,16.959281179077973
398,39.7008,16.969807066657633
399,39.8008,16.97675179629481
400,39.9008,16.949392924070892
401,40.0008,16.922226343314936
402,40.1008,16.88002277143018
403,40.2008,16.84968803945712
404,40.3008,16.87620573598125
405,40.4008,16.995058201125754
406,40.5008,16.949749063661535
407,40.6008,16.91012170198435
408,40.7008,16.909704159379917
409,40.8008,16.908496050009592
410,40.9008,16.817556422668755
411,41.0008,16.905132998157086
412,41.1008,16.962787297020345
413,41.2008,17.010157305160522
414,41.3008,17.063793591352084
415,41.4008,16.964254782210247
416,41.5008,16.96806511156669
417,41.6008,16.944421707241325
418,41.7008,16.967507939794306
419,41.8008,17.040416137785723
420,41.9008,16.96225199184588
421,42.0008,17.021115847627083
422,42.1008,16.977190273365096
423,42.2008,17.011660682776107
424,42.3008,17.025139265171614
425,42.4008,17.03537170757698
426,42.5008,17.041410842487604
427,42.6009,17.01471776226016
428,42.7009,17.030668705213593
429,42.8009,17.01025868247947
430,42.9009,16.98160009111527
431,43.0009,16.925323059123915
432,43.1009,16.88006112301018
433,43.2009,16.9666556800659
434,43.3009,16.903473195395453
435,43.4009,16.93558584895614
436,43.5009,16.93074452377109
437,43.6009,16.851784472990058
438,43.7009,16.90216753838141
439,43.8009,17.046491746015214
440,43.9009,16.9825406985025
441,44.0009,16.9492172455212
442,44.1009,17.053527225166807
443,44.2009,16.920809020396234
444,44.3009,16.974896219862508
445,44.4009,16.98792608388462
446,44.5009,16.881011645573615
447,44.6009,16.980972035278743
448,44.7009,16.893286794943794
449,44.8009,16.913378231287815
450,44.9009,16.850003265571704
451,45.0009,16.820002667576464
452,45.1009,16.905211068331575
453,45.2009,16.91747627570924
454,45.3009,17.012262574952107
455,45.4009,16.917222957487073
456,45.5009,16.880094317820525
457,45.6009,16.952200853164015
458,45.7009,16.855979896274675
459,45.8009,17.01454151602872
460,45.9009,17.018382955946446
461,46.0009,16.9362576644751
462,46.1009,16.670604950517387
463,46.2009,16.933392846435098
464,46.3009,16.94200893446657
465,46.4009,16.787164400868985
466,46.5009,16.840511839134315
467,46.6009,16.930470691467058
468,46.7009,16.871692938319995
469,46.8009,16.901539261901807
470,46.9009,16.934578685875913
471,47.0009,16.906988891153507
472,47.1009,16.92205236669831
473,47.2009,16.878507455122854
474,47.3009,16.850120855197332
475,47.4009,16.940496439449884
476,47.501,16.961977750399832
477,47.601,16.9447370826824
478,47.701,17.000256099232615
479,47.801,16.953136467727035
480,47.901,16.82803740202966
481,48.001,16.87681188311072
482,48.101,16.89829807620216
483,48.201,16.917724775677843
484,48.301,16.93624200427808
485,48.401,17.031317526900065
486,48.501,17.10570548687237
487,48.601,17.043449677139304
488,48.701,17.009338493149034
489,48.801,16.92767574462524
490,48.901,16.916545269023338
491,49.001,16.90111988583182
492,49.101,17.003300550166504
493,49.201,16.964438403076432
494,49.301,16.841156133223407
495,49.401,16.90159823807167
496,49.501,16.99430980695913
497,49.601,16.852943356809728
498,49.701,16.97976062007362
499,49.801,16.96023091797723
500,49.901,16.97086264156256
501,50.001,16.99626092283067
502,50.101,16.982627551343313
503,50.201,16.913616569834623
504,50.301,16.99284799563791
505,50.401,17.04782990159858
506,50.501,16.91418126910802
507,50.601,16.953942278966437
508,50.701,16.937948889997383
509,50.801,16.98360063224093
510,50.901,16.962011276233486
511,51.001,16.934498134615087
512,51.101,16.97879638468703
513,51.201,16.969542743596328
514,51.301,17.030752158307134
515,51.401,16.9020377319383
516,51.501,16.945317984580825
517,51.601,16.876094408257057
518,51.701,16.903285597044256
519,51.801,16.928713738273675
520,51.901,16.78835493543963
521,52.001,16.839780668036102
522,52.101,16.84484540699395
523,52.201,16.964191553667657
524,52.301,16.900436620163383
525,52.401,16.974026080265908
526,52.5011,16.94306104692494
527,52.6011,16.898681198909017
528,52.7011,16.964084164275565
529,52.8011,17.02049204956236
530,52.9011,16.974842760118605
531,53.0011,16.98904427308225
532,53.1011,17.036206585595487
533,53.2011,16.960869791073044
534,53.3011,16.966292063775803
535,53.4011,16.979000848662032
536,53.5011,16.940581298024824
537,53.6011,16.835532016853158
538,53.7011,16.91216701678962
539,53.8011,16.91010353532557
540,53.9011,16.9146682313661
541,54.0011,16.91150912381833
542,54.1011,16.893080169366893
543,54.2011,16.92542433702276
544,54.3011,16.947496419905043
545,54.4011,17.05190594187225
546,54.5011,16.99726425009423
547,54.6011,17.00063693971306
548,54.7011,17.023651047775477
549,54.8011,16.958373449472372
550,54.9011,16.83837852445978
551,55.0011,16.798479263935945
552,55.1011,16.919571567266846
553,55.2011,16.996538735959884
554,55.3011,16.885692486942123
555,55.4011,16.812087952011506
556,55.5011,16.836060454356844
557,55.6011,16.97993924779908
558,55.7011,16.93554294062231
559,55.8011,16.959906853984446
560,55.9011,16.92387439846178
561,56.0011,17.000695298761144
562,56.1011,16.86587639631701
563,56.2011,16.91438623751219
564,56.3011,16.9302019443309
565,56.4011,16.83836255176862
566,56.5011,16.887972541830987
567,56.6011,16.99774805720443
568,56.7011,16.943036432908237
569,56.8011,16.9919110222791
570,56.9011,16.91544325671551
571,57.0011,16.999506454897432
572,57.1011,16.945324811901205
573,57.2011,17.033956113323935
574,57.3011,17.115646579284473
575,57.4011,17.041507584923625
576,57.5012,17.111483730868944
577,57.6012,17.011644990979235
578,57.7012,16.960108331571394
579,57.8012,16.95226186903708
580,57.9012,17.17367219006899
581,58.0012,17.07995321763458
582,58.1012,16.96130756785145
583,58.2012,17.0476128409599
584,58.3012,17.163270334572378
585,58.4012,17.10084341786365
586,58.5012,17.118351170885745
587,58.6012,17.01486471932825
588,58.7012,17.071473317465376
589,58.8012,16.91018014530864
590,58.9012,16.983425690323312
591,59.0012,17.043065814401448
592,59.1012,16.96280552053869
593,59.2012,16.958554541443142
594,59.3012,17.035093689141085
595,59.4012,16.928413808224946
596,59.5012,16.980167410956685
597,59.6012,16.840944069226737
598,59.7012,16.845448043694955
599,59.8012,16.907693677256905
600,59.9012,16.835292416407093
601,60.0012,16.895819460238478
602,60.1012,16.83241393826875
603,60.2012,16.89567002107538
604,60.3012,16.965724664107814
605,60.4012,16.97331375899864
606,60.5012,16.913000187768056
607,60.6012,16.9695274607591
608,60.7012,16.912479279877797
609,60.8012,16.831982126417092
610,60.9012,16.86446870205784
611,61.0012,16.92482575568232
612,61.1012,16.87627569132755
613,61.2012,16.878760396975892
614,61.3012,16.952112792802115
615,61.4012,16.815826086679518
616,61.5012,16.8762950213263
617,61.6012,16.874844485606847
618,61.7012,16.87120545487827
619,61.8012,16.93022451979404
620,61.9012,16.905677760237943
621,62.0012,16.85234439685066
622,62.1012,16.910296234698464
623,62.2012,16.860916612836846
624,62.3012,16.801996673653576
625,62.4012,16.788502260963178
626,62.5012,16.738411342100836
627,62.6013,16.909889684051965
628,62.7013,16.832555396843848
629,62.8013,16.862931369971342
630,62.9013,16.896247368009682
631,63.0013,16.78868912723566
632,63.1013,16.827064855778296
633,63.2013,16.88661384207932
634,63.3013,16.850798533645435
635,63.4013,16.88989148872676
636,63.5013,16.874438925235623
637,63.6013,16.840752407603485
638,63.7013,16.931768997325484
639,63.8013,16.987049923868142
640,63.9013,16.87974889827554
641,64.0013,16.811219629659544
642,64.1013,16.934473013114758
643,64.2013,16.80752549787103
644,64.3013,16.75867121141905
645,64.4013,16.79475458959123
646,64.5013,16.84476539872287
647,64.6013,16.869461103750048
648,64.7013,16.902439974624862
649,64.8013,16.861298451237737
650,64.9013,16.95016844915884
651,65.0013,17.01218150694948
652,65.1013,16.977738779221667
653,65.2013,16.932464937163115
654,65.3013,16.88872134050557
655,65.4013,16.910213262356223
656,65.5013,16.863323758708972
657,65.6013,16.8800086340405
658,65.7013,17.092654191508778
659,65.8013,17.013800524264337
660,65.9013,17.041072373900846
661,66.0013,17.149896804497185
662,66.1013,17.058065594804837
663,66.2013,17.002299559084864
664,66.3013,16.940080759781903
665,66.4013,16.920236518644003
666,66.5013,16.974740590963208
667,66.6013,16.903304156287522
668,66.7013,16.883114226880995
669,66.8013,16.855233203765078
670,66.9013,16.925056155675648
671,67.0013,16.949945208226172
672,67.1013,16.95125326181205
673,67.2013,16.888484099780904
674,67.3013,16.936215139639536
675,67.4013,16.85849719065659
676,67.5014,16.812815318948463
677,67.6014,16.834219273262704
678,67.7014,16.855023896521516
679,67.8014,16.909053441387055
680,67.9014,16.923336667675628
681,68.0014,16.90491578935328
682,68.1014,16.84704376790224
683,68.2014,16.941348530740967
684,68.3014,16.815321792265028
685,68.4014,16.843856847914076
686,68.5014,16.804954394020182
687,68.6014,16.840530814537015
688,68.7014,16.852050500428195
689,68.8014,16.927065027470167
690,68.9014,16.930719606149545
691,69.0014,16.949528478011818
692,69.1014,16.96829353790792
693,69.2014,16.957126214181564
694,69.3014,17.047438879254607
695,69.4014,17.023639302518035
696,69.5014,16.914654716942486
697,69.6014,16.97492123619349
698,69.7014,16.976401073670154
699,69.8014,16.907603764473137
700,69.9014,16.86618569638493
701,70.0014,16.96312447031311
702,70.1014,16.896696597574714
703,70.2014,16.884981318109144
704,70.3014,16.761623546733034
705,70.4014,16.760347998873975
706,70.5014,16.842484468322127
707,70.6014,16.899837310151167
708,70.7014,16.828601957311186
709,70.8014,16.978392821687464
710,70.9014,16.791271852584984
711,71.0014,16.93907115160332
712,71.1014,16.884357292712505
713,71.2014,16.883433186604297
714,71.3014,16.855472999577596
715,71.4014,16.863023245360004
716,71.5014,16.89927774901895
717,71.6014,16.82213699757266
718,71.7014,16.794420626062507
719,71.8014,16.86674332697019
720,71.9014,16.888047161940605
721,72.0014,16.958757981660487
722,72.1014,16.869723681744293
723,72.2014,16.97463413697091
724,72.3014,16.963432255707954
725,72.4014,16.864768880187746
726,72.5014,16.85424149387948
727,72.6015,16.922821505921895
728,72.7015,16.88926049433099
729,72.8015,16.9461590613962
730,72.9015,16.927906234366482
731,73.0015,16.936421160916865
732,73.1015,16.905980393004846
733,73.2015,16.94263170323328
734,73.3015,16.900143989066784
735,73.4015,16.901931714000842
736,73.5015,16.85954714421995
737,73.6015,16.87440326386378
738,73.7015,16.89352723760318
739,73.8015,16.883000557590304
740,73.9015,16.93051797087636
741,74.0015,16.901645639610322
742,74.1015,16.963441033423624
743,74.2015,16.879309896302264
744,74.3015,16.862944152474217
745,74.4015,16.882163029192686
746,74.5015,16.79567116179954
747,74.6015,16.939076243711316
748,74.7015,16.893084126698696
749,74.8015,17.008019846878256
750,74.9015,16.92499519071958
751,75.0015,16.974780613415273
752,75.1015,16.98705682615177
753,75.2015,16.882856311435663
754,75.3015,16.742525744937534
755,75.4015,16.93003006856211
756,75.5015,16.991658963335276
757,75.6015,16.833596961880296
758,75.7015,16.922700605674027
759,75.8015,16.857891764084233
760,75.9015,16.93816352167639
761,76.0015,16.930191123348767
762,76.1015,16.841596537341832
763,76.2015,16.884975718957616
764,76.3015,16.93200892291011
765,76.4015,16.914960044865015
766,76.5015,16.86434551026228
767,76.6015,16.87383193788946
768,76.7015,16.960854402306353
769,76.8015,16.9678326308301
770,76.9015,16.89518395218434
771,77.0015,16.99043656425114
772,77.1015,16.991028639033445
773,77.2015,17.159126051266732
774,77.3015,16.89440042007282
775,77.4015,16.980775315968316
776,77.5016,16.93763467322156
777,77.6016,16.91355004288639
778,77.7016,16.976909788274266
779,77.8016,17.045994006602008
780,77.9016,16.985920263481308
781,78.0016,16.985273337214277
782,78.1016,17.045786209799342
783,78.2016,17.005640554762287
784,78.3016,17.001046088570764
785,78.4016,17.023320479586033
786,78.5016,16.94756823075659
787,78.6016,17.03501556586062
788,78.7016,17.020941071771595
789,78.8016,16.923743838707708
790,78.9016,16.984048008811225
791,79.0016,16.98125657885253
792,79.1016,16.99977852948626
793,79.2016,16.98371163098843
794,79.3016,16.928039714589715
795,79.4016,16.975695190301632
796,79.5016,17.073103760026697
797,79.6016,17.052659127968056
798,79.7016,16.960651426906164
799,79.8016,16.961100078569636
800,79.9016,17.134716675091397
801,80.0016,17.124874189505977
802,80.1016,17.1411428610489
803,80.2016,17.06162752216208
804,80.3016,17.029643980154805
805,80.4016,17.214429897096068
806,80.5016,17.217538720516647
807,80.6016,17.214881712845308
808,80.7016,17.10525887595638
809,80.8016,17.118575466771635
810,80.9016,17.09757787819017
811,81.0016,17.087145365398385
812,81.1016,17.097429278010495
813,81.2016,17.291326484273444
814,81.3016,17.144751847263965
815,81.4016,17.056881930348997
816,81.5016,17.171035079051396
817,81.6016,17.082459473181828
818,81.7016,17.06760491388143
819,81.8016,17.010540652089794
820,81.9016,17.037680100267767
821,82.0016,17.10812788397372
822,82.1016,17.064727346407672
823,82.2016,17.13208036927948
824,82.3016,16.995109070515323
825,82.4016,17.08695200304628
826,82.5017,17.129845578955027
827,82.6017,17.06725133228283
828,82.7017,17.037054841527603
829,82.8017,16.971797589517053
830,82.9017,17.076906044120253
831,83.0017,17.049085013723317
832,83.1017,16.976129401693303
833,83.2017,17.073458416820277
834,83.3017,17.051335073605824
835,83.4017,16.958678557076063
836,83.5017,16.931057337851684
837,83.6017,16.952031349363548
838,83.7017,17.077245463665918
839,83.8017,17.033806918502684
840,83.9017,16.962926341459635
841,84.0017,17.091870823570957
842,84.1017,16.994417799672352
843,84.2017,16.952770924699877
844,84.3017,17.031575537129783
845,84.4017,17.08045490112817
846,84.5017,16.96363101868402
847,84.6017,17.096732985132196
848,84.7017,17.122410018279233
849,84.8017,16.953922831019977
850,84.9017,16.881172955062528
851,85.0017,16.920185735969543
852,85.1017,16.92974117605759
853,85.2017,16.91727654558328
854,85.3017,16.978508436182896
855,85.4017,16.881399155141622
856,85.5017,16.871296641248158
857,85.6017,16.916783122069845
858,85.7017,16.944828348613694
859,85.8017,17.07187337516768
860,85.9017,16.869648243739764
861,86.0017,16.945089620979132
862,86.1017,16.93824905976276
863,86.2017,16.95398372746652
864,86.3017,16.93451105052564
865,86.4017,16.938804543617245
866,86.5017,16.930285570655453
867,86.6017,17.06040829833923
868,86.7017,17.00228253964124
869,86.8017,17.06225877418588
870,86.9017,17.00745674266102
871,87.0017,17.10057086577123
872,87.1017,17.019768047916713
873,87.2017,16.972709010679985
874,87.3017,16.99612503755567
875,87.4017,17.000215875201064
876,87.5018,16.92791420928457
877,87.6018,17.08627571938406
878,87.7018,16.974443274874584
879,87.8018,16.91291470439167
880,87.9018,16.864759334989195
881,88.0018,16.93608459772894
882,88.1018,17.022960554383104
883,88.2018,16.950044633349133
884,88.3018,16.98612446203379
885,88.4018,17.029607949741223
886,88.5018,16.95425964157958
887,88.6018,17.108115501652584
888,88.7018,17.093893640972553
889,88.8018,17.015650804036635
890,88.9018,17.076719729980386
891,89.0018,17.022539801444857
892,89.1018,16.970034337051306
893,89.2018,16.925216431058605
894,89.3018,17.00517339056663
895,89.4018,16.90662126055798
896,89.5018,16.918285573433693
897,89.6018,16.960779069714675
898,89.7018,17.006711405615693
899,89.8018,16.873397194154027
900,89.9018,16.89682776045089
901,90.0018,16.882663827499854
902,90.1018,16.960353105053745
903,90.2018,17.005364867604616
904,90.3018,16.920660701505184
905,90.4018,16.93386667655735
906,90.5018,16.94748073065595
907,90.6018,16.976021966751
908,90.7018,17.06532701532797
909,90.8018,17.03315992668786
910,90.9018,17.114633527548232
911,91.0018,16.932678320198573
912,91.1018,17.023138688121843
913,91.2018,16.953101636347224
914,91.3018,17.035038237588072
915,91.4018,16.957986689119345
916,91.5018,16.997229430687177
917,91.6018,16.989685550201965
918,91.7018,16.948902399553987
919,91.8018,17.044279266696492
920,91.9018,17.03505854236563
921,92.0018,17.110710431918662
922,92.1018,17.007665837502756
923,92.2018,17.034129784581943
924,92.3018,17.0368006259429
925,92.4018,16.948189312621192
926,92.5019,17.018049185729552
927,92.6019,16.894057244519463
928,92.7019,16.91708297765721
929,92.8019,16.95500316186837
930,92.9019,16.958575819433133
931,93.0019,16.899868609593444
932,93.1019,17.02691123773486
933,93.2019,16.867121153884348
934,93.3019,16.96804355151041
