"model num","MMGBSA dG Bind"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0,1124.57
0,-59.00
0,-39.12
0,8.49
0,-39.08
0,-51.66
0,-1.11
0,51.19
0,-55.03
0,-22.20
0,-39.59
0,-53.65
0,-40.65
0,-52.47
0,1254.22
0,-42.96
0,-33.34
0,-13.52
0,-52.07
0,-63.69
0,-37.48
0,-63.26
0,-52.66
0,-46.59
0,-21.22
0,-67.82
0,-51.47
0,-38.61
0,7.28
0,-33.26
