Frame,Time (ns),RMSD
1,0.0,1.9248222907006364e-06
2,0.100002,1.7505245185650242
3,0.200004,2.1259424632524264
4,0.30000600000000005,2.6116774351850722
5,0.400008,2.883876991364515
6,0.50001,2.5079604238143443
7,0.6000120000000001,2.1796513950945227
8,0.700014,2.7534337925319905
9,0.800016,2.536220863245844
10,0.900018,2.5796049231997835
11,1.00002,2.443802837864242
12,1.1000219999999998,2.8615981153707444
13,1.2000240000000002,2.3213194899144125
14,1.3000260000000001,2.4186295642008186
15,1.400028,2.854166474423987
16,1.50003,3.944207941025905
17,1.600032,5.186714710062321
18,1.700034,3.8679799500616685
19,1.800036,4.225886758668161
20,1.9000380000000001,4.546790349639046
21,2.00004,3.192883481851899
22,2.1000419999999997,3.3146166858410586
23,2.2000439999999997,3.9690572300908173
24,2.300046,4.362930561302375
25,2.4000480000000004,4.3420276288426365
26,2.5000500000000003,4.972280149735768
27,2.6000520000000003,4.510215780816067
28,2.700054,2.9565003643089343
29,2.800056,3.335033703699368
30,2.900058,3.4123407425580106
31,3.00006,3.519644724972474
32,3.100062,4.345767855575691
33,3.200064,4.295119515678922
34,3.300066,4.775519164605671
35,3.400068,3.75355181533547
36,3.50007,2.3895324224005714
37,3.600072,3.689021220590982
38,3.700074,3.136140162298873
39,3.8000760000000002,2.971703893128551
40,3.900078,3.9935989621420154
41,4.00008,4.318441523277754
42,4.1000820000000004,4.34705885188866
43,4.2000839999999995,4.193507375179398
44,4.300086,3.7974545848910073
45,4.400087999999999,4.743259226318447
46,4.50009,3.3853096368638935
47,4.600092,4.189770448466948
48,4.700094,4.6500479138833875
49,4.800096000000001,4.20933937821648
50,4.900098,5.1551024826765985
51,5.000100000000001,3.7568257099322975
52,5.100102,3.4709820354749645
53,5.2001040000000005,3.0254099788188946
54,5.3001059999999995,3.3587457640906813
55,5.400108,3.280046141549877
56,5.500109999999999,3.767960123869
57,5.600112,3.317134901648656
58,5.700114,4.090663138348592
59,5.800116,4.198189327594757
60,5.900118,4.877581976934844
61,6.00012,5.74533825181587
62,6.100122000000001,6.079949288265736
63,6.200124,6.193380871954308
64,6.300126000000001,5.959685375051309
65,6.400128,5.8779904369682505
66,6.50013,6.0348391756756286
67,6.600132,6.257328673001408
68,6.700134,5.9423773276115135
69,6.800136,6.193784745706681
70,6.900138,6.3544102973136045
71,7.00014,6.3490039077490765
72,7.100142,6.2198474880417205
73,7.200144,6.420741549483055
74,7.300146,5.424894869617136
75,7.400148,6.024288049112664
76,7.5001500000000005,5.984996095539111
