Frame,Time (ns),Radius of Gyration
1,0.0,23.456411393716152
2,0.100002,23.50857243290413
3,0.200004,23.35620532852172
4,0.30000600000000005,23.52318625652139
5,0.400008,23.649680163660822
6,0.50001,23.574274452717507
7,0.6000120000000001,23.535573967151816
8,0.700014,23.28958821873973
9,0.800016,23.978636386281526
10,0.900018,23.953281265882655
11,1.00002,23.545252311742285
12,1.1000219999999998,23.86344879346105
13,1.2000240000000002,23.850331083100066
14,1.3000260000000001,23.513468360783406
15,1.400028,23.83949190952523
16,1.50003,23.56776755364612
17,1.600032,24.10452111776011
18,1.700034,23.9364377847974
19,1.800036,24.10837768886721
20,1.9000380000000001,24.680588813304823
21,2.00004,24.187899771961742
22,2.1000419999999997,24.152004288117084
23,2.2000439999999997,23.599298055390783
24,2.300046,24.418880411387015
25,2.4000480000000004,24.148185154604928
26,2.5000500000000003,24.11893460635322
27,2.6000520000000003,24.255675453551337
28,2.700054,23.90109555582412
29,2.800056,23.961520908157926
30,2.900058,23.73916789952526
31,3.00006,23.77291791316045
32,3.100062,23.639029533386726
33,3.200064,23.645113473162436
34,3.300066,23.60181238100473
35,3.400068,23.627705723981766
36,3.50007,24.06842889268634
37,3.600072,23.818161913068973
38,3.700074,23.77046147771795
39,3.8000760000000002,24.053171655720753
40,3.900078,23.572525997422577
41,4.00008,23.536435248801684
42,4.1000820000000004,24.187023620045473
43,4.2000839999999995,24.18840465092409
44,4.300086,23.59633316447222
45,4.400087999999999,23.554716573364402
46,4.50009,23.90653409639194
47,4.600092,23.92920710817645
48,4.700094,23.937246018349096
49,4.800096000000001,23.819978243786256
50,4.900098,23.833647302786137
51,5.000100000000001,23.971441035128052
52,5.100102,23.72382527270726
53,5.2001040000000005,23.854725814778405
54,5.3001059999999995,23.928122855325725
55,5.400108,24.131020769961882
56,5.500109999999999,23.912510407186694
57,5.600112,24.276893335977313
58,5.700114,24.171049837904235
59,5.800116,23.936157421153858
60,5.900118,24.352691625960826
61,6.00012,24.15646257167102
62,6.100122000000001,24.456570141291774
63,6.200124,24.376108767719177
64,6.300126000000001,24.23730903954471
65,6.400128,24.37043999668198
66,6.50013,23.9632721216597
67,6.600132,23.633178178587908
68,6.700134,23.556361166491186
69,6.800136,23.29419655720904
70,6.900138,23.095474473513498
