Frame,Time (ns),RMSD
1,0.0,6.870268267442103e-07
2,0.100002,1.2570671491961964
3,0.200004,1.3053914141320293
4,0.30000600000000005,1.5075349088425285
5,0.400008,2.4895933579413563
6,0.50001,2.832596007523682
7,0.6000120000000001,2.3177302797204273
8,0.700014,2.2591565242990397
9,0.800016,2.4179901420219134
10,0.900018,2.6980367993751533
11,1.00002,3.631607153761993
12,1.1000219999999998,3.4036870837965227
13,1.2000240000000002,3.3423486416741306
14,1.3000260000000001,3.782492504414378
15,1.400028,3.0519682439405487
16,1.50003,3.443019076222767
17,1.600032,3.2994832040435895
18,1.700034,3.1776453466385637
19,1.800036,3.439261134116112
20,1.9000380000000001,3.451547144129697
21,2.00004,3.8697875821751273
22,2.1000419999999997,4.119301903666607
23,2.2000439999999997,3.3341176235753758
24,2.300046,3.979449263926038
25,2.4000480000000004,3.9130322579841175
26,2.5000500000000003,3.2926232990486826
27,2.6000520000000003,2.963126550938824
28,2.700054,2.669448322133424
29,2.800056,2.613042729390569
30,2.900058,3.122263970487894
31,3.00006,3.1782695410643904
32,3.100062,2.5650719503679498
33,3.200064,3.0321029230034826
34,3.300066,3.3052480465624874
35,3.400068,2.7808730965082895
36,3.50007,2.992617087385616
37,3.600072,3.1370362805363783
38,3.700074,3.173891500293176
39,3.8000760000000002,3.5053197058856873
40,3.900078,4.191872125805421
41,4.00008,4.488299260506156
42,4.1000820000000004,3.602722369883194
43,4.2000839999999995,3.4964303965626224
44,4.300086,3.6618775535021606
45,4.400087999999999,3.6960588391488653
46,4.50009,3.172004547194492
47,4.600092,3.4692755045204993
48,4.700094,3.2871026412862596
49,4.800096000000001,3.1663834780952254
50,4.900098,2.9551511673579522
51,5.000100000000001,3.0503544998629724
52,5.100102,3.287114405406833
53,5.2001040000000005,3.4157306544729824
54,5.3001059999999995,3.173646046311288
55,5.400108,3.636292553740149
56,5.500109999999999,3.781127011466946
57,5.600112,3.967695760498699
58,5.700114,3.9374822633648603
59,5.800116,3.988474409575494
60,5.900118,3.534015622761267
61,6.00012,3.757128111412745
62,6.100122000000001,3.697441164532235
63,6.200124,3.8349772014247843
64,6.300126000000001,3.830701283294774
65,6.400128,3.6449508574500054
66,6.50013,3.417052623940822
67,6.600132,3.6444042933389613
68,6.700134,3.333541978766828
69,6.800136,3.07328050899201
70,6.900138,3.31341285233297
71,7.00014,3.0706345689329164
72,7.100142,3.545018566107308
73,7.200144,3.066234420240888
74,7.300146,3.4537064561334128
75,7.400148,3.697809269983336
76,7.5001500000000005,3.123700577123079
77,7.6001520000000005,2.5362304622479876
78,7.700154,3.4497854859020483
79,7.800156,3.2403782441658193
80,7.900158,2.552806180473977
81,8.00016,2.9648967039985
82,8.100162000000001,3.054639041393083
83,8.200164000000001,3.0336461419489944
84,8.300166,2.8518542009181425
85,8.400167999999999,2.8864411727578383
86,8.50017,2.8035733310954476
87,8.600172,3.1522952432548657
88,8.700174,2.7326731444027845
89,8.800175999999999,3.1934110415742607
90,8.900178,3.2742047948792674
91,9.00018,3.004794187430947
92,9.100182,3.2148983683725882
93,9.200184,3.2470234744944855
94,9.300186,3.2003701026112115
95,9.400188,2.466953350741063
96,9.50019,3.3820626593633825
97,9.600192000000002,3.767286154965622
98,9.700194,2.701135184722827
99,9.800196,2.9750371722291202
100,9.900198,2.744364464126308
101,10.000200000000001,3.2978582397750054
102,10.100202,3.3598307664830798
103,10.200204,3.375063827803156
104,10.300206,3.465126927174653
105,10.400208000000001,3.8221386700373374
106,10.500210000000001,3.79992685136732
107,10.600211999999999,3.7751173383322922
108,10.700214,3.8339436437578773
109,10.800216,3.742017022825906
110,10.900218,3.7132868928484175
111,11.000219999999999,3.711282909256349
112,11.100222,3.305527332702382
113,11.200224,4.080021405141664
114,11.300226,2.943988807134022
115,11.400228,3.364227326864873
116,11.50023,3.2499119964569605
117,11.600232,3.1745340076590676
118,11.700234,3.3530023103980384
119,11.800236,2.3684792613408003
120,11.900238,2.4525956486855383
121,12.00024,3.1948447825066175
122,12.100242,3.498569972409342
123,12.200244000000001,3.3462538180881234
124,12.300246000000001,3.069001020489813
125,12.400248,3.487944990573363
126,12.50025,4.141461918129529
127,12.600252000000001,3.6612465111043773
128,12.700254000000001,3.905674513530849
129,12.800256,3.844010417869999
130,12.900258,4.24749229108414
131,13.00026,4.977980285783372
132,13.100262,3.801574822752012
133,13.200264,4.364001161873819
134,13.300265999999999,3.9792288365347277
135,13.400268,3.775931380015256
