Frame,Time (ns),RMSD
1,0.0,6.765213192312151e-06
2,0.100002,2.407669277336806
3,0.200004,3.3192010827422456
4,0.30000600000000005,2.9290852455790035
5,0.400008,3.8016679631100034
6,0.50001,3.732790253014195
7,0.6000120000000001,3.2513423814645614
8,0.700014,4.476914931625671
9,0.800016,3.7045774256957498
10,0.900018,4.213580275850423
11,1.00002,3.8204694445630416
12,1.1000219999999998,3.8951631059187073
13,1.2000240000000002,4.603809729112526
14,1.3000260000000001,4.694710705495518
15,1.400028,4.444915442515124
16,1.50003,4.163254827700336
17,1.600032,4.4992934016710535
18,1.700034,4.459066620183574
19,1.800036,3.7972882651021407
20,1.9000380000000001,4.182454452844681
21,2.00004,4.490590196398451
22,2.1000419999999997,4.137075522007891
23,2.2000439999999997,3.9946187806880356
24,2.300046,3.69597929531298
25,2.4000480000000004,3.7972108513010854
26,2.5000500000000003,4.135285108327312
27,2.6000520000000003,4.517627397482481
28,2.700054,3.720634592107592
29,2.800056,3.8100113225028975
30,2.900058,3.760662509978527
31,3.00006,4.515428232948526
32,3.100062,4.345567031542106
33,3.200064,5.046898094594534
34,3.300066,3.9256904987841823
35,3.400068,3.046961260227413
36,3.50007,3.853562158373852
37,3.600072,4.647807573907136
38,3.700074,3.863944472730023
39,3.8000760000000002,3.711222784446954
40,3.900078,4.1988993281282285
41,4.00008,3.512670545064093
42,4.1000820000000004,4.204341338604084
43,4.2000839999999995,4.560168011907812
44,4.300086,4.254576710059342
45,4.400087999999999,3.9658145249600993
46,4.50009,3.080191429170507
47,4.600092,4.239687584855418
48,4.700094,3.866121892970094
49,4.800096000000001,3.6452905061806202
50,4.900098,4.235584674165135
51,5.000100000000001,4.030759120301184
52,5.100102,3.6129175549721877
53,5.2001040000000005,3.6130576504288845
54,5.3001059999999995,3.3748480061705326
55,5.400108,4.457818047628461
56,5.500109999999999,4.310216628744089
57,5.600112,3.957507542622779
58,5.700114,4.622206948023373
59,5.800116,4.660236455530695
60,5.900118,4.559040184636122
61,6.00012,4.661981998131194
62,6.100122000000001,4.3507223429539925
63,6.200124,4.531570269418417
64,6.300126000000001,4.188354334180905
65,6.400128,4.281463721167414
66,6.50013,4.767012083371274
67,6.600132,4.916535395846683
68,6.700134,3.5494995016118156
69,6.800136,4.590441498186804
70,6.900138,5.054310468457616
71,7.00014,5.097656021777546
72,7.100142,5.506825811370114
73,7.200144,5.054148514355693
74,7.300146,4.910759480278121
75,7.400148,5.7549214247105365
76,7.5001500000000005,4.954117263785739
77,7.6001520000000005,5.074286775482767
78,7.700154,5.029485062830004
79,7.800156,4.443315312740578
80,7.900158,4.918386142197929
81,8.00016,5.162666035349313
82,8.100162000000001,4.9311114793015465
83,8.200164000000001,5.95438412375032
84,8.300166,5.116260252156788
85,8.400167999999999,5.187805324274651
86,8.50017,4.688618111882598
87,8.600172,4.496469686548645
88,8.700174,4.187718862402255
89,8.800175999999999,4.370718280358068
90,8.900178,4.544563132273741
91,9.00018,4.301323525667245
92,9.100182,4.594021450997265
93,9.200184,4.980950500347702
94,9.300186,4.543440226152991
95,9.400188,5.277357352265444
96,9.50019,5.079295136877361
97,9.600192000000002,4.602000877225212
98,9.700194,4.251165923858165
99,9.800196,4.853755207772394
100,9.900198,3.926145109252261
101,10.000200000000001,3.495868714712851
102,10.100202,4.26018980641796
103,10.200204,4.72178120312795
104,10.300206,4.164148277380897
105,10.400208000000001,4.57377337198063
106,10.500210000000001,5.447244228311072
107,10.600211999999999,6.093988103217797
108,10.700214,6.558087643874003
109,10.800216,6.496928457745641
110,10.900218,6.150356962491133
111,11.000219999999999,5.7264265737203655
112,11.100222,6.3765336027993955
113,11.200224,6.02508359768088
114,11.300226,5.470481425072711
115,11.400228,5.3909087803916655
116,11.50023,5.475065588731401
117,11.600232,4.934683165864624
118,11.700234,4.870225898575042
119,11.800236,5.3344937308485845
120,11.900238,5.264100401580169
121,12.00024,5.1550031354217065
122,12.100242,5.069871151238061
123,12.200244000000001,5.047356058987422
124,12.300246000000001,6.189444998281517
125,12.400248,5.338546355345744
126,12.50025,5.012473781359837
127,12.600252000000001,5.154326744050673
128,12.700254000000001,5.715078926625675
129,12.800256,5.861548939425951
130,12.900258,5.6163317644131805
131,13.00026,5.277597066422429
132,13.100262,5.758381539142745
133,13.200264,5.067856691520382
134,13.300265999999999,5.08136724062431
135,13.400268,4.719318862609444
136,13.50027,5.621255839346012
137,13.600272,5.388923756698199
138,13.700274,5.144874075879028
139,13.800276,4.852922841521288
140,13.900278,5.308825968516659
141,14.00028,4.643895067509285
142,14.100282000000002,4.08091669386888
143,14.200284,4.525085451577717
144,14.300286,3.9953235517546237
145,14.400288,4.459851914118265
146,14.500290000000001,4.144854691892547
147,14.600292,4.758794841960271
148,14.700294,3.985117337807473
149,14.800296,4.082267089075194
150,14.900298000000001,3.8911497687925065
151,15.000300000000001,5.098030868335338
152,15.100302,4.1674458583434895
153,15.200304000000001,3.9089700826856317
154,15.300306,4.19505194488737
155,15.400308,4.633691211067035
156,15.500309999999999,4.043193285813059
157,15.600312,4.85709022602192
158,15.700314,5.637880365342336
159,15.800316,4.369085050903231
160,15.900318,4.146440953610229
161,16.00032,6.093271944701062
162,16.100322,4.7148769642177655
163,16.200324000000002,4.1210980114415685
164,16.300326000000002,3.729971485534897
165,16.400328000000002,4.325750332743476
166,16.50033,5.352459893859022
167,16.600332,5.020637538783724
168,16.700333999999998,4.679075015768277
169,16.800335999999998,6.379720634575123
170,16.900338,6.335577792839773
171,17.00034,6.269819674167718
172,17.100342,6.130381174097098
173,17.200344,5.371164944273102
174,17.300346,6.028300022941626
175,17.400348,5.4991513159360395
176,17.50035,5.470243911214341
177,17.600351999999997,5.26540244038277
178,17.700354,6.155396488853459
179,17.800356,6.449706752886165
180,17.900358,6.1266609724575
181,18.00036,6.080009028702958
182,18.100362,5.8342159498230854
183,18.200364,5.541255056409982
184,18.300366,6.295719590465351
185,18.400368,6.6730049016617805
186,18.50037,6.302480771846894
187,18.600372,6.349295453212824
188,18.700374,6.894130165340445
189,18.800376,6.327347375185933
190,18.900378,7.0798230247208735
191,19.00038,7.273586305548372
192,19.100382,5.982320005316585
193,19.200384000000003,6.393065065717081
194,19.300386,6.28571328668
195,19.400388,5.9834592196365
196,19.50039,6.640475552079627
197,19.600392,6.2200231623331
198,19.700394,6.2586798651823425
199,19.800396,6.675250904220803
200,19.900398000000003,6.969204369337937
201,20.000400000000003,5.770447778358955
202,20.100402000000003,5.606332062399176
203,20.200404,5.795158961162768
204,20.300406,5.863779766339231
205,20.400408,6.313117584750536
206,20.50041,6.444443157950387
207,20.600412,5.96805567832798
208,20.700414000000002,6.912577920174439
209,20.800416000000002,7.170767255908849
210,20.900418000000002,6.9544864600517435
211,21.000420000000002,7.23871638618381
212,21.100422,6.465271212508945
213,21.200423999999998,7.538398876022734
214,21.300425999999998,6.6000631467734925
215,21.400428,7.294049571191594
216,21.50043,7.531180766912958
217,21.600432,6.727662130032807
218,21.700434,6.619320666582268
219,21.800436,5.253812658255059
220,21.900438,4.972163855860019
221,22.000439999999998,6.126910020182298
222,22.100441999999997,5.519982407334208
223,22.200444,5.453100422281299
224,22.300446,5.372213996691674
225,22.400448,5.278453645930358
226,22.50045,5.055780944510075
227,22.600452,6.164884840504601
228,22.700454,5.740668137140464
229,22.800456,6.261425173076789
230,22.900458,5.098879573599054
231,23.00046,5.1375261460428625
232,23.100462,4.354896836124944
233,23.200464,4.117788200797289
234,23.300466,4.674404804844064
235,23.400468,4.533040900031614
236,23.50047,4.444682832311829
237,23.600472,5.1650556224581585
238,23.700474000000003,5.480981963286636
239,23.800476,5.814090600948613
240,23.900478,5.646497410030923
241,24.00048,7.1825396902217005
242,24.100482,5.876605099419307
243,24.200484,5.697913570209258
244,24.300486,4.491468800337195
245,24.400488000000003,4.191320699865115
246,24.500490000000003,3.9878725153558263
247,24.600492000000003,3.44011439435025
248,24.700494,3.7225104047114748
249,24.800496,3.9706580328363534
250,24.900498,3.502860664141219
251,25.0005,4.134297408119317
252,25.100502,3.9792549590390274
253,25.200504000000002,4.432133838409015
254,25.300506000000002,4.781738200252179
255,25.400508000000002,4.770638844114952
256,25.500510000000002,4.868679600532971
257,25.600512,5.186827196908056
258,25.700514,5.319708588357482
259,25.800516,4.641293303059113
260,25.900518,4.331386251962584
261,26.00052,5.57350170409159
262,26.100522,4.592428598967505
263,26.200524,4.341920116660331
264,26.300526,4.6912388072576645
265,26.400528,4.384268620912659
266,26.500529999999998,4.45756370205726
267,26.600531999999998,5.1657810907412625
268,26.700534,5.570469733285951
269,26.800536,4.574895243938538
270,26.900538,5.166184775376827
271,27.00054,5.348233145814538
272,27.100542,4.355060618379907
273,27.200544,4.006469551441701
274,27.300546,4.17435411012776
275,27.400548,3.789619449567433
276,27.50055,3.735156248617887
277,27.600552,3.838601925734567
278,27.700554,5.1205564424226395
279,27.800556,4.1015113005510795
280,27.900558,3.7185879369522814
281,28.00056,4.360712349744289
282,28.100562,4.24597959876928
283,28.200564000000004,4.323549392175804
284,28.300566,4.0043771070537675
285,28.400568,4.171261049492469
286,28.50057,4.130716350258237
287,28.600572,4.065874983697765
288,28.700574,4.117712903526384
289,28.800576,3.9664367798865303
290,28.900578000000003,4.986104121476223
291,29.000580000000003,5.236825147663453
292,29.100582000000003,4.644897988805663
293,29.200584,4.3185250567661155
294,29.300586,4.1110956088988955
295,29.400588,4.5767399229195975
296,29.50059,4.629174830044063
297,29.600592,4.654752033808961
