Frame,Time (ns),Radius of Gyration
1,0.0,9.423265043680306
2,0.100002,9.32603018396932
3,0.200004,9.551786202274963
4,0.30000600000000005,9.759674655623344
5,0.400008,9.707737176013943
6,0.50001,9.587000559112292
7,0.6000120000000001,10.061456235610354
8,0.700014,9.897518876286908
9,0.800016,10.065638874367147
10,0.900018,9.935751652855286
11,1.00002,9.530253861136353
12,1.1000219999999998,9.712647967812252
13,1.2000240000000002,9.764200404949747
14,1.3000260000000001,9.63154600621331
15,1.400028,9.185587361144215
16,1.50003,9.18907433189359
17,1.600032,9.14958327728954
18,1.700034,9.334480210502125
19,1.800036,9.306485513074358
20,1.9000380000000001,9.28444838444637
21,2.00004,9.216989842182523
22,2.1000419999999997,9.192494087564603
23,2.2000439999999997,9.31630688482919
24,2.300046,9.066819266625565
25,2.4000480000000004,9.039160479621271
26,2.5000500000000003,9.171408264374534
27,2.6000520000000003,9.484799301157649
28,2.700054,9.438847088601168
29,2.800056,9.390675482881857
30,2.900058,9.69803370580819
31,3.00006,9.498324470848553
32,3.100062,9.588091716724021
33,3.200064,9.436805175892083
34,3.300066,9.197409952038676
35,3.400068,9.365051482280297
36,3.50007,9.127820971000306
37,3.600072,9.142572597850256
38,3.700074,9.417700357933022
39,3.8000760000000002,9.51357959425948
40,3.900078,9.315693047784688
41,4.00008,9.135441556956007
42,4.1000820000000004,9.084050711184776
43,4.2000839999999995,9.200774206147074
44,4.300086,9.249091169472202
45,4.400087999999999,9.608979978231357
46,4.50009,9.33452334095983
47,4.600092,9.463169857746808
48,4.700094,9.407061530580192
49,4.800096000000001,9.298060219771948
50,4.900098,9.463758740467615
51,5.000100000000001,9.435637311803035
52,5.100102,9.640235668673537
53,5.2001040000000005,9.88448393483424
54,5.3001059999999995,9.520714862226804
55,5.400108,9.60271438828821
56,5.500109999999999,9.716997442514844
57,5.600112,9.387606455334824
58,5.700114,9.522256586379784
59,5.800116,10.039018062369136
60,5.900118,9.937265021600899
61,6.00012,9.930468452311949
62,6.100122000000001,9.95208252102839
63,6.200124,9.660349329623667
64,6.300126000000001,9.755352346817162
65,6.400128,9.47405219519301
66,6.50013,9.611428507219443
67,6.600132,9.799996740519875
68,6.700134,9.432320895564494
69,6.800136,9.650022277143506
70,6.900138,9.504206958467122
71,7.00014,9.712720583530755
72,7.100142,9.804104951462943
73,7.200144,9.50994541920221
74,7.300146,9.519291750930726
75,7.400148,9.699850317007783
76,7.5001500000000005,9.499849263264135
77,7.6001520000000005,9.522451769576977
78,7.700154,9.711521015992535
79,7.800156,9.535662781244026
80,7.900158,9.480311177493624
81,8.00016,9.619576072260468
82,8.100162000000001,9.644383529174506
83,8.200164000000001,9.693847246247394
84,8.300166,9.558845158120302
85,8.400167999999999,9.441088464924755
86,8.50017,9.553310578024218
87,8.600172,9.47236099482548
88,8.700174,9.782642479895001
89,8.800175999999999,9.652221479370423
90,8.900178,9.345249560820724
91,9.00018,9.38667940729817
92,9.100182,9.510337294588398
93,9.200184,9.431927000057247
94,9.300186,9.518448974902881
95,9.400188,9.32969337806688
96,9.50019,9.67987896644593
97,9.600192000000002,9.62995849232464
98,9.700194,9.498030100054029
99,9.800196,9.594103881519398
100,9.900198,9.535063829325965
101,10.000200000000001,9.400609103154732
102,10.100202,9.515167529896283
103,10.200204,9.560410850483118
104,10.300206,9.58063847130371
105,10.400208000000001,9.603114468895667
106,10.500210000000001,9.5478381881882
107,10.600211999999999,9.439062997814167
108,10.700214,9.548428355892698
109,10.800216,10.02176216413821
110,10.900218,9.792136917147143
111,11.000219999999999,9.994167125477638
112,11.100222,9.760139188014417
113,11.200224,9.564679513454836
114,11.300226,9.90402986962925
115,11.400228,9.85796720611885
116,11.50023,9.766324179941135
117,11.600232,9.857108049995674
118,11.700234,9.767200369332173
119,11.800236,9.525540457946702
120,11.900238,9.862214332458784
121,12.00024,9.910047289809546
122,12.100242,10.001321940437176
123,12.200244000000001,10.0820117326182
124,12.300246000000001,9.955467255463354
125,12.400248,9.815741863456248
126,12.50025,9.9167243378208
127,12.600252000000001,10.071589400535343
128,12.700254000000001,9.827505294774522
129,12.800256,9.963056403000644
130,12.900258,9.991180450482743
131,13.00026,9.975442284713544
132,13.100262,10.046545486831793
133,13.200264,10.031554302442437
134,13.300265999999999,10.218952959889586
135,13.400268,9.925091444514825
136,13.50027,9.959957642095118
137,13.600272,10.262833904234595
138,13.700274,10.452489486016363
139,13.800276,10.371889864677657
140,13.900278,10.236074403689564
141,14.00028,10.013008965935553
142,14.100282000000002,10.195182209508852
143,14.200284,10.307488096648072
144,14.300286,9.845612286668727
145,14.400288,10.003804461833171
146,14.500290000000001,9.708819038940456
147,14.600292,9.536741922983571
